Abd,sample,Species,Community,Curve,Tax_dis,Depth
1.191,A.3.R.60,Cryptococcus neoformans,A,3,R,60
1.191,A.3.R.60,Cryptococcus neoformans,A,3,R,60
1.191,A.3.R.60,Cryptococcus neoformans,A,3,R,60
1.055,A.3.R.60,Thermocrinis albus,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.916,A.3.R.60,Saccharomyces cerevisiae,A,3,R,60
0.773,A.3.R.60,Vibrio cholerae,A,3,R,60
0.773,A.3.R.60,Vibrio cholerae,A,3,R,60
0.627,A.3.R.60,Ferroglobus placidus,A,3,R,60
0.477,A.3.R.60,Gordonia polyisoprenivorans,A,3,R,60
0.325,A.3.R.60,Sinorhizobium fredii,A,3,R,60
0.168,A.3.R.60,Haloferax volcanii,A,3,R,60
0.009,A.3.R.60,Agrobacterium radiobacter,A,3,R,60
0.009,A.3.R.60,Agrobacterium radiobacter,A,3,R,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
4.249,A.3.V.60,Cryptococcus neoformans,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.812,A.3.V.60,Saccharomyces cerevisiae,A,3,V,60
3.78,A.3.V.60,Anoxybacillus flavithermus,A,3,V,60
3.745,A.3.V.60,Anoxybacillus gonensis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.706,A.3.V.60,Encephalitozoon intestinalis,A,3,V,60
3.664,A.3.V.60,Geobacillus thermocatenulatus,A,3,V,60
3.619,A.3.V.60,Archaeoglobus fulgidus,A,3,V,60
3.571,A.3.V.60,Archaeoglobus veneficus,A,3,V,60
3.52,A.3.V.60,Chlorobium limicola,A,3,V,60
3.466,A.3.V.60,Chlorobium luteolum,A,3,V,60
3.409,A.3.V.60,Ferroglobus placidus,A,3,V,60
3.348,A.3.V.60,Prosthecochloris aestuarii,A,3,V,60
3.284,A.3.V.60,Thermocrinis ruber,A,3,V,60
3.217,A.3.V.60,Thermocrinis albus,A,3,V,60
3.147,A.3.V.60,Brucella melitensis,A,3,V,60
3.147,A.3.V.60,Brucella melitensis,A,3,V,60
3.073,A.3.V.60,Vibrio cholerae,A,3,V,60
3.073,A.3.V.60,Vibrio cholerae,A,3,V,60
2.997,A.3.V.60,Hydrogenobacter thermophilus,A,3,V,60
2.917,A.3.V.60,Rhodobacter sphaeroides,A,3,V,60
2.917,A.3.V.60,Rhodobacter sphaeroides,A,3,V,60
2.834,A.3.V.60,Ensifer adhaerens,A,3,V,60
2.747,A.3.V.60,Sinorhizobium fredii,A,3,V,60
2.657,A.3.V.60,Celeribacter indicus,A,3,V,60
2.564,A.3.V.60,Celeribacter marinus,A,3,V,60
2.468,A.3.V.60,Agrobacterium radiobacter,A,3,V,60
2.468,A.3.V.60,Agrobacterium radiobacter,A,3,V,60
2.369,A.3.V.60,Antarctobacter heliothermus,A,3,V,60
2.266,A.3.V.60,Acetobacter aceti,A,3,V,60
2.16,A.3.V.60,Acetobacter persici,A,3,V,60
2.05,A.3.V.60,Taylorella asinigenitalis,A,3,V,60
1.938,A.3.V.60,Taylorella equigenitalis,A,3,V,60
1.822,A.3.V.60,Gluconacetobacter diazotrophicus,A,3,V,60
1.702,A.3.V.60,Bordetella bronchiseptica,A,3,V,60
1.58,A.3.V.60,Cronobacter sakazakii,A,3,V,60
1.454,A.3.V.60,Cronobacter universalis,A,3,V,60
1.324,A.3.V.60,Elizabethkingia meningoseptica,A,3,V,60
1.191,A.3.V.60,Elizabethkingia anophelis,A,3,V,60
1.055,A.3.V.60,Citrobacter koseri,A,3,V,60
0.916,A.3.V.60,Chryseobacterium piperi,A,3,V,60
0.773,A.3.V.60,Haloferax mediterranei,A,3,V,60
0.627,A.3.V.60,Haloferax volcanii,A,3,V,60
0.477,A.3.V.60,Gordonia bronchialis,A,3,V,60
0.325,A.3.V.60,Gordonia polyisoprenivorans,A,3,V,60
0.168,A.3.V.60,Halogeometricum borinquense,A,3,V,60
0.009,A.3.V.60,Rhodococcus aetherivorans,A,3,V,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Cryptococcus neoformans,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
15.002,A.4.C.60,Encephalitozoon intestinalis,A,4,C,60
10.589,A.4.C.60,Anoxybacillus flavithermus,A,4,C,60
10.589,A.4.C.60,Geobacillus thermocatenulatus,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Saccharomyces cerevisiae,A,4,C,60
7.388,A.4.C.60,Anoxybacillus gonensis,A,4,C,60
5.154,A.4.C.60,Archaeoglobus fulgidus,A,4,C,60
5.154,A.4.C.60,Ferroglobus placidus,A,4,C,60
3.596,A.4.C.60,Chlorobium limicola,A,4,C,60
3.596,A.4.C.60,Prosthecochloris aestuarii,A,4,C,60
2.509,A.4.C.60,Archaeoglobus veneficus,A,4,C,60
2.509,A.4.C.60,Chlorobium luteolum,A,4,C,60
1.75,A.4.C.60,Thermocrinis ruber,A,4,C,60
1.75,A.4.C.60,Hydrogenobacter thermophilus,A,4,C,60
1.221,A.4.C.60,Brucella melitensis,A,4,C,60
1.221,A.4.C.60,Brucella melitensis,A,4,C,60
1.221,A.4.C.60,Rhodobacter sphaeroides,A,4,C,60
1.221,A.4.C.60,Rhodobacter sphaeroides,A,4,C,60
0.852,A.4.C.60,Thermocrinis albus,A,4,C,60
0.852,A.4.C.60,Vibrio cholerae,A,4,C,60
0.852,A.4.C.60,Vibrio cholerae,A,4,C,60
0.594,A.4.C.60,Ensifer adhaerens,A,4,C,60
0.594,A.4.C.60,Agrobacterium radiobacter,A,4,C,60
0.594,A.4.C.60,Agrobacterium radiobacter,A,4,C,60
0.415,A.4.C.60,Celeribacter indicus,A,4,C,60
0.415,A.4.C.60,Antarctobacter heliothermus,A,4,C,60
0.289,A.4.C.60,Sinorhizobium fredii,A,4,C,60
0.289,A.4.C.60,Celeribacter marinus,A,4,C,60
0.202,A.4.C.60,Acetobacter aceti,A,4,C,60
0.202,A.4.C.60,Gluconacetobacter diazotrophicus,A,4,C,60
0.141,A.4.C.60,Taylorella asinigenitalis,A,4,C,60
0.141,A.4.C.60,Bordetella bronchiseptica,A,4,C,60
0.098,A.4.C.60,Acetobacter persici,A,4,C,60
0.098,A.4.C.60,Taylorella equigenitalis,A,4,C,60
0.069,A.4.C.60,Cronobacter sakazakii,A,4,C,60
0.069,A.4.C.60,Citrobacter koseri,A,4,C,60
0.048,A.4.C.60,Elizabethkingia meningoseptica,A,4,C,60
0.048,A.4.C.60,Chryseobacterium piperi,A,4,C,60
0.033,A.4.C.60,Cronobacter universalis,A,4,C,60
0.033,A.4.C.60,Elizabethkingia anophelis,A,4,C,60
0.023,A.4.C.60,Haloferax mediterranei,A,4,C,60
0.023,A.4.C.60,Halogeometricum borinquense,A,4,C,60
0.016,A.4.C.60,Gordonia bronchialis,A,4,C,60
0.016,A.4.C.60,Rhodococcus aetherivorans,A,4,C,60
0.011,A.4.C.60,Haloferax volcanii,A,4,C,60
0.011,A.4.C.60,Gordonia polyisoprenivorans,A,4,C,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Encephalitozoon intestinalis,A,4,N,60
15.002,A.4.N.60,Anoxybacillus gonensis,A,4,N,60
10.589,A.4.N.60,Geobacillus thermocatenulatus,A,4,N,60
10.589,A.4.N.60,Archaeoglobus veneficus,A,4,N,60
7.388,A.4.N.60,Chlorobium limicola,A,4,N,60
7.388,A.4.N.60,Chlorobium luteolum,A,4,N,60
5.154,A.4.N.60,Prosthecochloris aestuarii,A,4,N,60
5.154,A.4.N.60,Thermocrinis ruber,A,4,N,60
3.596,A.4.N.60,Vibrio cholerae,A,4,N,60
3.596,A.4.N.60,Vibrio cholerae,A,4,N,60
3.596,A.4.N.60,Sinorhizobium fredii,A,4,N,60
2.509,A.4.N.60,Agrobacterium radiobacter,A,4,N,60
2.509,A.4.N.60,Agrobacterium radiobacter,A,4,N,60
2.509,A.4.N.60,Celeribacter indicus,A,4,N,60
1.75,A.4.N.60,Celeribacter marinus,A,4,N,60
1.75,A.4.N.60,Antarctobacter heliothermus,A,4,N,60
1.221,A.4.N.60,Acetobacter aceti,A,4,N,60
1.221,A.4.N.60,Acetobacter persici,A,4,N,60
0.852,A.4.N.60,Gluconacetobacter diazotrophicus,A,4,N,60
0.852,A.4.N.60,Bordetella bronchiseptica,A,4,N,60
0.594,A.4.N.60,Cronobacter sakazakii,A,4,N,60
0.594,A.4.N.60,Citrobacter koseri,A,4,N,60
0.415,A.4.N.60,Elizabethkingia meningoseptica,A,4,N,60
0.415,A.4.N.60,Chryseobacterium piperi,A,4,N,60
0.289,A.4.N.60,Haloferax volcanii,A,4,N,60
0.289,A.4.N.60,Halogeometricum borinquense,A,4,N,60
0.202,A.4.N.60,Rhodococcus aetherivorans,A,4,N,60
15.002,A.4.R.60,Gluconacetobacter diazotrophicus,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
15.002,A.4.R.60,Cryptococcus neoformans,A,4,R,60
10.589,A.4.R.60,Haloferax volcanii,A,4,R,60
10.589,A.4.R.60,Hydrogenobacter thermophilus,A,4,R,60
7.388,A.4.R.60,Celeribacter indicus,A,4,R,60
7.388,A.4.R.60,Vibrio cholerae,A,4,R,60
7.388,A.4.R.60,Vibrio cholerae,A,4,R,60
5.154,A.4.R.60,Rhodococcus aetherivorans,A,4,R,60
5.154,A.4.R.60,Citrobacter koseri,A,4,R,60
3.596,A.4.R.60,Sinorhizobium fredii,A,4,R,60
3.596,A.4.R.60,Cronobacter sakazakii,A,4,R,60
2.509,A.4.R.60,Taylorella asinigenitalis,A,4,R,60
2.509,A.4.R.60,Ferroglobus placidus,A,4,R,60
1.75,A.4.R.60,Acetobacter aceti,A,4,R,60
1.75,A.4.R.60,Chlorobium limicola,A,4,R,60
1.221,A.4.R.60,Ensifer adhaerens,A,4,R,60
1.221,A.4.R.60,Chlorobium luteolum,A,4,R,60
0.852,A.4.R.60,Elizabethkingia anophelis,A,4,R,60
0.852,A.4.R.60,Elizabethkingia meningoseptica,A,4,R,60
0.594,A.4.R.60,Agrobacterium radiobacter,A,4,R,60
0.594,A.4.R.60,Agrobacterium radiobacter,A,4,R,60
0.594,A.4.R.60,Archaeoglobus fulgidus,A,4,R,60
0.415,A.4.R.60,Taylorella equigenitalis,A,4,R,60
0.415,A.4.R.60,Brucella melitensis,A,4,R,60
0.415,A.4.R.60,Brucella melitensis,A,4,R,60
0.289,A.4.R.60,Anoxybacillus gonensis,A,4,R,60
0.289,A.4.R.60,Haloferax mediterranei,A,4,R,60
0.202,A.4.R.60,Geobacillus thermocatenulatus,A,4,R,60
0.202,A.4.R.60,Archaeoglobus veneficus,A,4,R,60
0.141,A.4.R.60,Cronobacter universalis,A,4,R,60
0.141,A.4.R.60,Rhodobacter sphaeroides,A,4,R,60
0.141,A.4.R.60,Rhodobacter sphaeroides,A,4,R,60
0.098,A.4.R.60,Gordonia polyisoprenivorans,A,4,R,60
0.098,A.4.R.60,Prosthecochloris aestuarii,A,4,R,60
0.069,A.4.R.60,Anoxybacillus flavithermus,A,4,R,60
0.069,A.4.R.60,Halogeometricum borinquense,A,4,R,60
0.048,A.4.R.60,Gordonia bronchialis,A,4,R,60
0.048,A.4.R.60,Chryseobacterium piperi,A,4,R,60
0.033,A.4.R.60,Celeribacter marinus,A,4,R,60
0.033,A.4.R.60,Thermocrinis albus,A,4,R,60
0.023,A.4.R.60,Acetobacter persici,A,4,R,60
0.023,A.4.R.60,Bordetella bronchiseptica,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Saccharomyces cerevisiae,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.016,A.4.R.60,Encephalitozoon intestinalis,A,4,R,60
0.011,A.4.R.60,Antarctobacter heliothermus,A,4,R,60
0.011,A.4.R.60,Thermocrinis ruber,A,4,R,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Cryptococcus neoformans,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
15.002,A.4.V.60,Saccharomyces cerevisiae,A,4,V,60
10.589,A.4.V.60,Anoxybacillus flavithermus,A,4,V,60
10.589,A.4.V.60,Anoxybacillus gonensis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Encephalitozoon intestinalis,A,4,V,60
7.388,A.4.V.60,Geobacillus thermocatenulatus,A,4,V,60
5.154,A.4.V.60,Archaeoglobus fulgidus,A,4,V,60
5.154,A.4.V.60,Archaeoglobus veneficus,A,4,V,60
3.596,A.4.V.60,Chlorobium limicola,A,4,V,60
3.596,A.4.V.60,Chlorobium luteolum,A,4,V,60
2.509,A.4.V.60,Ferroglobus placidus,A,4,V,60
2.509,A.4.V.60,Prosthecochloris aestuarii,A,4,V,60
1.75,A.4.V.60,Thermocrinis ruber,A,4,V,60
1.75,A.4.V.60,Thermocrinis albus,A,4,V,60
1.221,A.4.V.60,Brucella melitensis,A,4,V,60
1.221,A.4.V.60,Brucella melitensis,A,4,V,60
1.221,A.4.V.60,Vibrio cholerae,A,4,V,60
1.221,A.4.V.60,Vibrio cholerae,A,4,V,60
0.852,A.4.V.60,Hydrogenobacter thermophilus,A,4,V,60
0.852,A.4.V.60,Rhodobacter sphaeroides,A,4,V,60
0.852,A.4.V.60,Rhodobacter sphaeroides,A,4,V,60
0.594,A.4.V.60,Ensifer adhaerens,A,4,V,60
0.594,A.4.V.60,Sinorhizobium fredii,A,4,V,60
0.415,A.4.V.60,Celeribacter indicus,A,4,V,60
0.415,A.4.V.60,Celeribacter marinus,A,4,V,60
0.289,A.4.V.60,Agrobacterium radiobacter,A,4,V,60
0.289,A.4.V.60,Agrobacterium radiobacter,A,4,V,60
0.289,A.4.V.60,Antarctobacter heliothermus,A,4,V,60
0.202,A.4.V.60,Acetobacter aceti,A,4,V,60
0.202,A.4.V.60,Acetobacter persici,A,4,V,60
0.141,A.4.V.60,Taylorella asinigenitalis,A,4,V,60
0.141,A.4.V.60,Taylorella equigenitalis,A,4,V,60
0.098,A.4.V.60,Gluconacetobacter diazotrophicus,A,4,V,60
0.098,A.4.V.60,Bordetella bronchiseptica,A,4,V,60
0.069,A.4.V.60,Cronobacter sakazakii,A,4,V,60
0.069,A.4.V.60,Cronobacter universalis,A,4,V,60
0.048,A.4.V.60,Elizabethkingia meningoseptica,A,4,V,60
0.048,A.4.V.60,Elizabethkingia anophelis,A,4,V,60
0.033,A.4.V.60,Citrobacter koseri,A,4,V,60
0.033,A.4.V.60,Chryseobacterium piperi,A,4,V,60
0.023,A.4.V.60,Haloferax mediterranei,A,4,V,60
0.023,A.4.V.60,Haloferax volcanii,A,4,V,60
0.016,A.4.V.60,Gordonia bronchialis,A,4,V,60
0.016,A.4.V.60,Gordonia polyisoprenivorans,A,4,V,60
0.011,A.4.V.60,Halogeometricum borinquense,A,4,V,60
0.011,A.4.V.60,Rhodococcus aetherivorans,A,4,V,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Cryptococcus neoformans,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
4.03,A.5.C.60,Encephalitozoon intestinalis,A,5,C,60
