"bin_id","sample.x","coverage","sample.y","rel_abd","Domain","Phylum","Class","Order","Family","Genus","Species"
"A.3.N.60-8K-bin.26","A.3.N.60",107,"A.3.N.60",0.0171999759395441,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.N.60-8K-bin.27","A.3.N.60",119,"A.3.N.60",0.0339259762305829,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.N.60-8K-bin.28","A.3.N.60",109,"A.3.N.60",0.01445972401177,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.3.N.60-8K-bin.29","A.3.N.60",96,"A.3.N.60",0.0269925281750756,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.N.60-8K-bin.3","A.3.N.60",98,"A.3.N.60",0.0267579570632864,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.N.60-8K-bin.30","A.3.N.60",120,"A.3.N.60",0.0279793635422725,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Anoxybacillus","Anoxybacillus flavithermus"
"A.3.N.60-8K-bin.31","A.3.N.60",96,"A.3.N.60",0.027224932579139,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.N.60-8K-bin.32","A.3.N.60",102,"A.3.N.60",0.042965514196494,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.N.60-8K-bin.33","A.3.N.60",109,"A.3.N.60",0.01445972401177,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.3.N.60-8K-bin.34","A.3.N.60",102,"A.3.N.60",0.0428883460674913,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.N.60-8K-bin.35","A.3.N.60",114,"A.3.N.60",0.0206343910217099,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.3.N.60-8K-bin.36","A.3.N.60",107,"A.3.N.60",0.0171999759395441,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.N.60-8K-bin.37","A.3.N.60",98,"A.3.N.60",0.0267579570632864,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.N.60-8K-bin.38","A.3.N.60",119,"A.3.N.60",0.0339572601567466,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.N.60-8K-bin.39","A.3.N.60",114,"A.3.N.60",0.0206343910217099,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.3.N.60-8K-bin.4","A.3.N.60",107,"A.3.N.60",0.0171999759395441,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.N.60-8K-bin.40","A.3.N.60",96,"A.3.N.60",0.0272728334868612,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.N.60-8K-bin.41","A.3.N.60",114,"A.3.N.60",0.0206343910217099,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.3.N.60-8K-bin.5","A.3.N.60",93,"A.3.N.60",0.0404524332402766,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.3.N.60-8K-bin.6","A.3.N.60",120,"A.3.N.60",0.0279563464394317,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Anoxybacillus","Anoxybacillus flavithermus"
"A.3.N.60-8K-bin.7","A.3.N.60",100,"A.3.N.60",0.0353040856790903,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.N.60-8K-bin.8","A.3.N.60",102,"A.3.N.60",0.0427044925834678,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.N.60-8K-bin.9","A.3.N.60",119,"A.3.N.60",0.0339259762305829,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.N.60-DT-bin.10","A.3.N.60",85,"A.3.N.60",0.0219850332830474,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax mediterranei"
"A.3.N.60-DT-bin.11","A.3.N.60",113,"A.3.N.60",0.0207971941068283,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus_C","Archaeoglobus_C veneficus"
"A.3.N.60-DT-bin.12","A.3.N.60",96,"A.3.N.60",0.0270727630288594,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.N.60-DT-bin.13","A.3.N.60",105,"A.3.N.60",0.0171999592725615,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.N.60-DT-bin.14","A.3.N.60",115,"A.3.N.60",0.0245174312719893,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus","Archaeoglobus fulgidus"
"A.3.N.60-DT-bin.15","A.3.N.60",117,"A.3.N.60",0.033232829762124,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Anoxybacillus","Anoxybacillus flavithermus"
"A.3.N.60-DT-bin.16","A.3.N.60",83,"A.3.N.60",0.0205812566814808,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax volcanii"
"A.3.N.60-DT-bin.17","A.3.N.60",92,"A.3.N.60",0.0462908772121232,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.3.N.60-DT-bin.19","A.3.N.60",73,"A.3.N.60",0.0205473227050986,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.N.60-DT-bin.20","A.3.N.60",110,"A.3.N.60",0.0158244165393601,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium limicola"
"A.3.N.60-DT-bin.21","A.3.N.60",107,"A.3.N.60",0.0153709412793372,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.3.N.60-DT-bin.22","A.3.N.60",98,"A.3.N.60",0.0346887573519518,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.N.60-DT-bin.3","A.3.N.60",94,"A.3.N.60",0.0298953998511605,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.N.60-DT-bin.4","A.3.N.60",100,"A.3.N.60",0.0464096294624783,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.N.60-DT-bin.5","A.3.N.60",111,"A.3.N.60",0.0211019998828978,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.3.N.60-DT-bin.6","A.3.N.60",117,"A.3.N.60",0.0353913539994916,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.N.60-DT-bin.8","A.3.N.60",66,"A.3.N.60",0.0354505717883354,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Rhodococcus","Rhodococcus aetherivorans"
"A.3.N.60-DT-bin.9","A.3.N.60",69,"A.3.N.60",0.0380400708593428,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Gordonia","Gordonia polyisoprenivorans"
"A.3.N.60-MM-bin.1","A.3.N.60",109,"A.3.N.60",0.0154577929251759,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.3.N.60-MM-bin.10","A.3.N.60",95,"A.3.N.60",0.0309513865287747,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.N.60-MM-bin.11","A.3.N.60",85,"A.3.N.60",0.0307994336492677,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia meningoseptica"
"A.3.N.60-MM-bin.12","A.3.N.60",93,"A.3.N.60",0.0466337003752888,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.3.N.60-MM-bin.13","A.3.N.60",67,"A.3.N.60",0.0363022379274087,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Rhodococcus","Rhodococcus aetherivorans"
"A.3.N.60-MM-bin.14","A.3.N.60",112,"A.3.N.60",0.0269465773043066,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium limicola"
"A.3.N.60-MM-bin.15","A.3.N.60",102,"A.3.N.60",0.0427153427890792,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.N.60-MM-bin.3","A.3.N.60",107,"A.3.N.60",0.0172115594923857,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.N.60-MM-bin.4","A.3.N.60",70,"A.3.N.60",0.0363324384997096,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Gordonia","Gordonia polyisoprenivorans"
"A.3.N.60-MM-bin.5","A.3.N.60",111,"A.3.N.60",0.0247496523392452,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.N.60-MM-bin.6","A.3.N.60",98,"A.3.N.60",0.0287196775712233,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.N.60-MM-bin.7","A.3.N.60",100,"A.3.N.60",0.0317004840575062,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.N.60-MM-bin.8","A.3.N.60",82,"A.3.N.60",0.0318493368782672,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium piperi"
"A.3.N.60-MM-bin.9","A.3.N.60",118,"A.3.N.60",0.0342091982643071,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-8K-bin.1","A.3.R.10",6,"A.3.R.10",0.00824427832064405,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.R.10-8K-bin.10","A.3.R.10",13,"A.3.R.10",0.0110630050985484,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-8K-bin.11","A.3.R.10",6,"A.3.R.10",0.00824427832064405,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.R.10-8K-bin.12","A.3.R.10",6,"A.3.R.10",0.00824427832064405,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.R.10-8K-bin.13","A.3.R.10",13,"A.3.R.10",0.0110630050985484,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-8K-bin.14","A.3.R.10",14,"A.3.R.10",0.0324139079321254,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.3.R.10-8K-bin.15","A.3.R.10",15,"A.3.R.10",0.0284630703991688,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-8K-bin.16","A.3.R.10",9,"A.3.R.10",0.00956619087881335,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.10-8K-bin.17","A.3.R.10",15,"A.3.R.10",0.0185674763910257,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.R.10-8K-bin.18","A.3.R.10",8,"A.3.R.10",0.0138809318688528,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.R.10-8K-bin.19","A.3.R.10",13,"A.3.R.10",0.0188569791413018,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax volcanii"
"A.3.R.10-8K-bin.2","A.3.R.10",14,"A.3.R.10",0.0250620380893618,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-8K-bin.20","A.3.R.10",13,"A.3.R.10",0.0348062306591913,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-8K-bin.21","A.3.R.10",14,"A.3.R.10",0.0250620380893618,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-8K-bin.22","A.3.R.10",11,"A.3.R.10",0.0235437236653748,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.10-8K-bin.23","A.3.R.10",10,"A.3.R.10",0.0162626544952177,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.10-8K-bin.24","A.3.R.10",9,"A.3.R.10",0.00956619087881335,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.10-8K-bin.25","A.3.R.10",15,"A.3.R.10",0.0233782220931099,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.R.10-8K-bin.26","A.3.R.10",14,"A.3.R.10",0.0250620380893618,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-8K-bin.27","A.3.R.10",10,"A.3.R.10",0.0161689536050592,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.10-8K-bin.28","A.3.R.10",6,"A.3.R.10",0.00824427832064405,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.R.10-8K-bin.29","A.3.R.10",9,"A.3.R.10",0.00956619087881335,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.10-8K-bin.3","A.3.R.10",11,"A.3.R.10",0.0235437236653748,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.10-8K-bin.30","A.3.R.10",18,"A.3.R.10",0.0391676720928849,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter_B","Citrobacter_B koseri"
"A.3.R.10-8K-bin.31","A.3.R.10",10,"A.3.R.10",0.0162626544952177,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.10-8K-bin.32","A.3.R.10",15,"A.3.R.10",0.0302864877216334,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-8K-bin.33","A.3.R.10",13,"A.3.R.10",0.0333882171880633,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-8K-bin.34","A.3.R.10",13,"A.3.R.10",0.0333040163881557,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-8K-bin.35","A.3.R.10",7,"A.3.R.10",0.0125201189411299,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella","Brucella melitensis"
"A.3.R.10-8K-bin.36","A.3.R.10",13,"A.3.R.10",0.0188569791413018,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax volcanii"
"A.3.R.10-8K-bin.37","A.3.R.10",14,"A.3.R.10",0.0250620380893618,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-8K-bin.38","A.3.R.10",11,"A.3.R.10",0.0238747268099047,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.10-8K-bin.39","A.3.R.10",10,"A.3.R.10",0.0162626544952177,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.10-8K-bin.4","A.3.R.10",15,"A.3.R.10",0.0304737895010003,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-8K-bin.40","A.3.R.10",13,"A.3.R.10",0.0188825793845042,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax volcanii"
"A.3.R.10-8K-bin.41","A.3.R.10",13,"A.3.R.10",0.0110630050985484,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-8K-bin.42","A.3.R.10",15,"A.3.R.10",0.0298433835121434,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-8K-bin.43","A.3.R.10",11,"A.3.R.10",0.0235437236653748,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.10-8K-bin.5","A.3.R.10",9,"A.3.R.10",0.00956619087881335,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.10-8K-bin.6","A.3.R.10",13,"A.3.R.10",0.0335796190063806,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-8K-bin.7","A.3.R.10",13,"A.3.R.10",0.0110630050985484,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-8K-bin.8","A.3.R.10",15,"A.3.R.10",0.0233782220931099,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.R.10-8K-bin.9","A.3.R.10",15,"A.3.R.10",0.0232262206490962,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.R.10-DT-bin.1","A.3.R.10",14,"A.3.R.10",0.0262874497307724,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-DT-bin.13","A.3.R.10",6,"A.3.R.10",0.00849268068046647,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.3.R.10-DT-bin.15","A.3.R.10",11,"A.3.R.10",0.0278484645604133,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter_A","Rhodobacter_A sphaeroides"
"A.3.R.10-DT-bin.16","A.3.R.10",15,"A.3.R.10",0.0443668214848041,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Gordonia","Gordonia bronchialis"
"A.3.R.10-DT-bin.17","A.3.R.10",8,"A.3.R.10",0.0156863490203157,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"A.3.R.10-DT-bin.18","A.3.R.10",12,"A.3.R.10",0.0185912766171279,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax volcanii"
"A.3.R.10-DT-bin.19","A.3.R.10",14,"A.3.R.10",0.0468516450906284,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Rhodococcus","Rhodococcus aetherivorans"
"A.3.R.10-DT-bin.2","A.3.R.10",14,"A.3.R.10",0.0239931279347154,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.3.R.10-DT-bin.20","A.3.R.10",14,"A.3.R.10",0.0469549460719877,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.3.R.10-DT-bin.3","A.3.R.10",11,"A.3.R.10",0.051291287267229,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium rhizogenes"
"A.3.R.10-DT-bin.4","A.3.R.10",11,"A.3.R.10",0.0244341321242552,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.10-DT-bin.5","A.3.R.10",10,"A.3.R.10",0.0174107654022713,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.10-DT-bin.6","A.3.R.10",13,"A.3.R.10",0.0110898053531509,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-DT-bin.7","A.3.R.10",14,"A.3.R.10",0.0308303928887324,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-DT-bin.8","A.3.R.10",9,"A.3.R.10",0.00958159102511474,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.10-DT-bin.9","A.3.R.10",13,"A.3.R.10",0.0346739294023293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-MM-bin.1","A.3.R.10",14,"A.3.R.10",0.0469497460225872,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Rhodococcus","Rhodococcus aetherivorans"
"A.3.R.10-MM-bin.2","A.3.R.10",13,"A.3.R.10",0.0107744023568224,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.3.R.10-MM-bin.3","A.3.R.10",13,"A.3.R.10",0.0336136193293836,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.3.R.10-MM-bin.4","A.3.R.10",14,"A.3.R.10",0.0240859288163238,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.3.R.10-MM-bin.5","A.3.R.10",11,"A.3.R.10",0.0262184490752662,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter_A","Rhodobacter_A sphaeroides"
"A.3.R.10-MM-bin.6","A.3.R.10",15,"A.3.R.10",0.0389042695905611,"Bacteria","Actinobacteriota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Gordonia","Gordonia bronchialis"
"A.3.R.10-MM-bin.7","A.3.R.10",15,"A.3.R.10",0.03091439368674,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter aceti_B"
"A.3.R.10-MM-bin.9","A.3.R.10",11,"A.3.R.10",0.0236220244092319,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.3.R.120-8K-bin.1","A.3.R.120",164,"A.3.R.120",0.0224839139271968,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.R.120-8K-bin.10","A.3.R.120",164,"A.3.R.120",0.0224839139271968,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter persici"
"A.3.R.120-8K-bin.11","A.3.R.120",198,"A.3.R.120",0.0204928368651411,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.3.R.120-8K-bin.12","A.3.R.120",152,"A.3.R.120",0.0121664320287553,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.3.R.120-8K-bin.13","A.3.R.120",55,"A.3.R.120",0.00719933118424301,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.3.R.120-8K-bin.14","A.3.R.120",198,"A.3.R.120",0.0204928368651411,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.3.R.120-8K-bin.15","A.3.R.120",178,"A.3.R.120",0.0117819934702612,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.3.R.120-8K-bin.16","A.3.R.120",196,"A.3.R.120",0.0177788166437495,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
