Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
C.2.R.120-8K-bin.24	C	2	R	120	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.120-8K-bin.25	C	2	R	120	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.R.120-8K-bin.26	C	2	R	120	8K	k__Bacteria (UID209)	100	0	0
C.2.R.120-8K-bin.27	C	2	R	120	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.R.120-8K-bin.28	C	2	R	120	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.R.120-8K-bin.29	C	2	R	120	8K	o__Rhizobiales (UID3447)	99.6	0.8	0
C.2.R.120-8K-bin.3	C	2	R	120	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.R.120-8K-bin.30	C	2	R	120	8K	k__Bacteria (UID209)	100	0	0
C.2.R.120-8K-bin.31	C	2	R	120	8K	c__Gammaproteobacteria (UID4387)	97.74	0.56	0
C.2.R.120-8K-bin.32	C	2	R	120	8K	k__Bacteria (UID209)	100	0	0
C.2.R.120-8K-bin.33	C	2	R	120	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.120-8K-bin.4	C	2	R	120	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.120-8K-bin.5	C	2	R	120	8K	o__Rhizobiales (UID3447)	99.6	0.8	0
C.2.R.120-8K-bin.6	C	2	R	120	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.120-8K-bin.7	C	2	R	120	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.120-8K-bin.8	C	2	R	120	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.120-8K-bin.9	C	2	R	120	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.R.120-DT-bin.1	C	2	R	120	DT	o__Rhizobiales (UID3447)	99.6	0.8	0
C.2.R.120-DT-bin.10	C	2	R	120	DT	k__Archaea (UID2)	0.93	0	0
C.2.R.120-DT-bin.11	C	2	R	120	DT	k__Archaea (UID2)	0.62	0	0
C.2.R.120-DT-bin.12	C	2	R	120	DT	k__Archaea (UID146)	100	0.74	0
C.2.R.120-DT-bin.13	C	2	R	120	DT	root (UID1)	4.17	0	0
C.2.R.120-DT-bin.14	C	2	R	120	DT	k__Archaea (UID2)	6.83	0.47	0
C.2.R.120-DT-bin.15	C	2	R	120	DT	k__Archaea (UID2)	99.07	15.58	0
C.2.R.120-DT-bin.16	C	2	R	120	DT	k__Bacteria (UID203)	99.14	75.42	68.85
C.2.R.120-DT-bin.17	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.18	C	2	R	120	DT	k__Bacteria (UID203)	1.15	0	0
C.2.R.120-DT-bin.19	C	2	R	120	DT	k__Bacteria (UID203)	3.76	0	0
C.2.R.120-DT-bin.2	C	2	R	120	DT	k__Bacteria (UID203)	1.04	0	0
C.2.R.120-DT-bin.20	C	2	R	120	DT	k__Archaea (UID146)	100	0	0
C.2.R.120-DT-bin.21	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.22	C	2	R	120	DT	g__Streptomyces (UID2052)	99.91	4.6	0
C.2.R.120-DT-bin.23	C	2	R	120	DT	k__Bacteria (UID209)	96.55	0.47	0
C.2.R.120-DT-bin.24	C	2	R	120	DT	k__Archaea (UID2)	68.62	16.08	1.75
C.2.R.120-DT-bin.25	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.26	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.27	C	2	R	120	DT	k__Bacteria (UID209)	98.28	0	0
C.2.R.120-DT-bin.28	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.29	C	2	R	120	DT	c__Alphaproteobacteria (UID3422)	95.55	2.92	0
C.2.R.120-DT-bin.3	C	2	R	120	DT	k__Bacteria (UID209)	100	3.51	0
C.2.R.120-DT-bin.30	C	2	R	120	DT	k__Archaea (UID2)	0.93	0	0
C.2.R.120-DT-bin.31	C	2	R	120	DT	k__Bacteria (UID3187)	99.14	2.63	0
C.2.R.120-DT-bin.32	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.4	C	2	R	120	DT	f__Rhodobacteraceae (UID3340)	99.39	59.88	6.75
C.2.R.120-DT-bin.5	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.6	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.7	C	2	R	120	DT	root (UID1)	0	0	0
C.2.R.120-DT-bin.8	C	2	R	120	DT	k__Bacteria (UID203)	2.98	0.16	0
C.2.R.120-DT-bin.9	C	2	R	120	DT	k__Bacteria (UID203)	100	27.59	0
C.2.R.120-MM-bin.1	C	2	R	120	MM	f__Spirochaetaceae (UID2512)	99.19	1.01	0
C.2.R.120-MM-bin.2	C	2	R	120	MM	k__Bacteria (UID209)	100	1.75	0
C.2.R.120-MM-bin.3	C	2	R	120	MM	o__Rhizobiales (UID3450)	98.83	0.25	0
C.2.R.180-8K-bin.1	C	2	R	180	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.180-8K-bin.10	C	2	R	180	8K	k__Bacteria (UID209)	94.83	0.34	100
C.2.R.180-8K-bin.11	C	2	R	180	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.180-8K-bin.12	C	2	R	180	8K	k__Bacteria (UID209)	94.83	0.34	100
C.2.R.180-8K-bin.13	C	2	R	180	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.180-8K-bin.14	C	2	R	180	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.180-8K-bin.15	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	93.26	0.3	0
C.2.R.180-8K-bin.16	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	81.21	0.48	0
C.2.R.180-8K-bin.17	C	2	R	180	8K	f__Enterobacteriaceae (UID5054)	98.69	0.08	0
C.2.R.180-8K-bin.18	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	81.21	0.48	0
C.2.R.180-8K-bin.19	C	2	R	180	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.180-8K-bin.2	C	2	R	180	8K	g__Bacillus (UID864)	99.17	0	0
C.2.R.180-8K-bin.20	C	2	R	180	8K	k__Bacteria (UID209)	94.83	0.34	100
C.2.R.180-8K-bin.21	C	2	R	180	8K	o__Burkholderiales (UID4001)	97.15	1.4	0
C.2.R.180-8K-bin.22	C	2	R	180	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.180-8K-bin.23	C	2	R	180	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.180-8K-bin.24	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	96.89	0.61	0
C.2.R.180-8K-bin.25	C	2	R	180	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.180-8K-bin.26	C	2	R	180	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.180-8K-bin.27	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	93.56	0.61	0
C.2.R.180-8K-bin.28	C	2	R	180	8K	g__Bacillus (UID864)	99.17	0	0
C.2.R.180-8K-bin.29	C	2	R	180	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.180-8K-bin.3	C	2	R	180	8K	f__Rhodobacteraceae (UID3340)	93.56	0.61	0
C.2.R.180-8K-bin.30	C	2	R	180	8K	f__Enterobacteriaceae (UID5054)	98.69	0.08	0
C.2.R.180-8K-bin.31	C	2	R	180	8K	g__Bacillus (UID864)	99.17	0	0
C.2.R.180-8K-bin.4	C	2	R	180	8K	k__Bacteria (UID209)	94.83	0.34	100
C.2.R.180-8K-bin.5	C	2	R	180	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.180-8K-bin.6	C	2	R	180	8K	f__Enterobacteriaceae (UID5054)	98.69	0.08	0
C.2.R.180-8K-bin.7	C	2	R	180	8K	g__Bacillus (UID864)	99.17	0	0
C.2.R.180-8K-bin.8	C	2	R	180	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.180-8K-bin.9	C	2	R	180	8K	f__Enterobacteriaceae (UID5054)	98.69	0.08	0
C.2.R.180-DT-bin.1	C	2	R	180	DT	f__Spirochaetaceae (UID2512)	96.77	1.81	33.33
C.2.R.180-DT-bin.10	C	2	R	180	DT	k__Bacteria (UID2993)	98.98	0	0
C.2.R.180-DT-bin.11	C	2	R	180	DT	c__Alphaproteobacteria (UID3422)	44.16	1.22	14.29
C.2.R.180-DT-bin.12	C	2	R	180	DT	c__Alphaproteobacteria (UID3422)	99.68	0.38	0
C.2.R.180-DT-bin.13	C	2	R	180	DT	k__Archaea (UID2)	71.42	15.3	1.82
C.2.R.180-DT-bin.14	C	2	R	180	DT	p__Euryarchaeota (UID49)	91.32	2.68	0
C.2.R.180-DT-bin.15	C	2	R	180	DT	o__Rhizobiales (UID3447)	45.37	1.13	0
C.2.R.180-DT-bin.16	C	2	R	180	DT	p__Cyanobacteria (UID2189)	99.44	0.7	14.29
C.2.R.180-DT-bin.17	C	2	R	180	DT	f__Rhodobacteraceae (UID3340)	99.09	0.78	0
C.2.R.180-DT-bin.18	C	2	R	180	DT	k__Bacteria (UID209)	86.21	0.34	100
C.2.R.180-DT-bin.19	C	2	R	180	DT	k__Archaea (UID146)	99.26	0.74	0
C.2.R.180-DT-bin.2	C	2	R	180	DT	f__Rhodobacteraceae (UID3340)	99.32	3.88	8
C.2.R.180-DT-bin.20	C	2	R	180	DT	k__Archaea (UID146)	100	0	0
C.2.R.180-DT-bin.21	C	2	R	180	DT	k__Archaea (UID2)	47.2	16.1	0
C.2.R.180-DT-bin.22	C	2	R	180	DT	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.180-DT-bin.23	C	2	R	180	DT	k__Bacteria (UID209)	100	1.75	0
C.2.R.180-DT-bin.24	C	2	R	180	DT	c__Alphaproteobacteria (UID3422)	97.31	11.13	10
C.2.R.180-DT-bin.25	C	2	R	180	DT	f__Spirochaetaceae (UID2512)	100	0	0
C.2.R.180-DT-bin.26	C	2	R	180	DT	o__Burkholderiales (UID4001)	99.15	3.2	13.64
C.2.R.180-DT-bin.27	C	2	R	180	DT	o__Chlamydiales (UID2994)	99.05	7.85	48.57
C.2.R.180-DT-bin.28	C	2	R	180	DT	k__Bacteria (UID3187)	93.1	11.4	5
C.2.R.180-DT-bin.29	C	2	R	180	DT	o__Rhizobiales (UID3450)	97.61	4.28	16.67
C.2.R.180-DT-bin.3	C	2	R	180	DT	f__Enterobacteriaceae (UID5054)	100	2.49	13.04
C.2.R.180-DT-bin.30	C	2	R	180	DT	f__Spirochaetaceae (UID2512)	98.96	23.39	2.22
C.2.R.180-DT-bin.4	C	2	R	180	DT	g__Bacillus (UID864)	99.59	0.05	0
C.2.R.180-DT-bin.5	C	2	R	180	DT	k__Bacteria (UID3187)	95.59	6.9	8.33
C.2.R.180-DT-bin.6	C	2	R	180	DT	f__Rhodobacteraceae (UID3340)	99.29	0.61	0
C.2.R.180-DT-bin.7	C	2	R	180	DT	k__Archaea (UID146)	99.26	0.74	0
C.2.R.180-DT-bin.8	C	2	R	180	DT	p__Cyanobacteria (UID2189)	96.59	0	0
C.2.R.180-DT-bin.9	C	2	R	180	DT	f__Spirochaetaceae (UID2512)	68.88	1.01	50
C.2.R.180-MM-bin.1	C	2	R	180	MM	f__Spirochaetaceae (UID2512)	87.37	1.91	33.33
C.2.R.180-MM-bin.2	C	2	R	180	MM	f__Spirochaetaceae (UID2512)	100	0	0
C.2.R.180-MM-bin.4	C	2	R	180	MM	k__Archaea (UID146)	99.26	0.74	0
C.2.R.30-8K-bin.1	C	2	R	30	8K	c__Gammaproteobacteria (UID4387)	98.31	0.56	0
C.2.R.30-8K-bin.10	C	2	R	30	8K	k__Bacteria (UID209)	100	0	0
C.2.R.30-8K-bin.11	C	2	R	30	8K	k__Bacteria (UID209)	100	0	0
C.2.R.30-8K-bin.12	C	2	R	30	8K	k__Archaea (UID146)	93.47	0	0
C.2.R.30-8K-bin.13	C	2	R	30	8K	f__Spirochaetaceae (UID2512)	100	0	0
C.2.R.30-8K-bin.14	C	2	R	30	8K	o__Burkholderiales (UID4002)	92.58	0.82	0
C.2.R.30-8K-bin.15	C	2	R	30	8K	f__Spirochaetaceae (UID2512)	93.55	0	0
C.2.R.30-8K-bin.16	C	2	R	30	8K	o__Burkholderiales (UID4002)	92.58	0.82	0
C.2.R.30-8K-bin.17	C	2	R	30	8K	c__Gammaproteobacteria (UID4387)	98.31	0.56	0
C.2.R.30-8K-bin.18	C	2	R	30	8K	k__Archaea (UID146)	97.06	0.74	0
C.2.R.30-8K-bin.19	C	2	R	30	8K	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-8K-bin.2	C	2	R	30	8K	k__Bacteria (UID209)	93.97	0.63	25
C.2.R.30-8K-bin.20	C	2	R	30	8K	o__Rhizobiales (UID3450)	99.51	0.82	0
C.2.R.30-8K-bin.21	C	2	R	30	8K	k__Bacteria (UID209)	93.97	0.63	25
C.2.R.30-8K-bin.22	C	2	R	30	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-8K-bin.23	C	2	R	30	8K	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-8K-bin.24	C	2	R	30	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.30-8K-bin.25	C	2	R	30	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-8K-bin.26	C	2	R	30	8K	k__Bacteria (UID3187)	99.14	2.63	0
C.2.R.30-8K-bin.27	C	2	R	30	8K	k__Archaea (UID146)	97.06	0.74	0
C.2.R.30-8K-bin.28	C	2	R	30	8K	k__Archaea (UID146)	93.47	0	0
C.2.R.30-8K-bin.29	C	2	R	30	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-8K-bin.3	C	2	R	30	8K	f__Spirochaetaceae (UID2512)	93.55	0	0
C.2.R.30-8K-bin.30	C	2	R	30	8K	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-8K-bin.31	C	2	R	30	8K	k__Bacteria (UID209)	100	0	0
C.2.R.30-8K-bin.32	C	2	R	30	8K	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-8K-bin.33	C	2	R	30	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-8K-bin.34	C	2	R	30	8K	k__Archaea (UID146)	97.06	0.74	0
C.2.R.30-8K-bin.35	C	2	R	30	8K	o__Rhizobiales (UID3450)	99.51	0.82	0
C.2.R.30-8K-bin.36	C	2	R	30	8K	o__Burkholderiales (UID4002)	92.58	0.82	0
C.2.R.30-8K-bin.37	C	2	R	30	8K	o__Rhizobiales (UID3450)	99.51	0.82	0
C.2.R.30-8K-bin.38	C	2	R	30	8K	k__Bacteria (UID209)	93.97	0.63	25
C.2.R.30-8K-bin.39	C	2	R	30	8K	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-8K-bin.4	C	2	R	30	8K	o__Burkholderiales (UID4002)	92.58	0.82	0
C.2.R.30-8K-bin.40	C	2	R	30	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.30-8K-bin.41	C	2	R	30	8K	f__Spirochaetaceae (UID2512)	93.55	0	0
C.2.R.30-8K-bin.42	C	2	R	30	8K	k__Bacteria (UID209)	93.97	0.63	25
C.2.R.30-8K-bin.43	C	2	R	30	8K	c__Gammaproteobacteria (UID4387)	98.31	0.56	0
C.2.R.30-8K-bin.44	C	2	R	30	8K	k__Archaea (UID146)	93.47	0	0
C.2.R.30-8K-bin.45	C	2	R	30	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.30-8K-bin.46	C	2	R	30	8K	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-8K-bin.47	C	2	R	30	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.30-8K-bin.48	C	2	R	30	8K	k__Archaea (UID146)	97.06	0.74	0
C.2.R.30-8K-bin.49	C	2	R	30	8K	k__Archaea (UID146)	70.96	0	0
C.2.R.30-8K-bin.5	C	2	R	30	8K	k__Bacteria (UID209)	100	0	0
C.2.R.30-8K-bin.50	C	2	R	30	8K	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-8K-bin.6	C	2	R	30	8K	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-8K-bin.7	C	2	R	30	8K	c__Gammaproteobacteria (UID4387)	98.31	0.56	0
C.2.R.30-8K-bin.8	C	2	R	30	8K	o__Rhizobiales (UID3450)	99.51	0.82	0
C.2.R.30-8K-bin.9	C	2	R	30	8K	k__Bacteria (UID3187)	99.14	2.63	0
C.2.R.30-DT-bin.1	C	2	R	30	DT	k__Archaea (UID146)	99.26	0.74	0
C.2.R.30-DT-bin.10	C	2	R	30	DT	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-DT-bin.11	C	2	R	30	DT	c__Alphaproteobacteria (UID3422)	99.68	0.16	0
C.2.R.30-DT-bin.12	C	2	R	30	DT	c__Gammaproteobacteria (UID4387)	100	0.56	0
C.2.R.30-DT-bin.13	C	2	R	30	DT	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-DT-bin.14	C	2	R	30	DT	p__Cyanobacteria (UID2189)	98.89	0	0
C.2.R.30-DT-bin.15	C	2	R	30	DT	k__Bacteria (UID209)	100	0	0
C.2.R.30-DT-bin.16	C	2	R	30	DT	c__Alphaproteobacteria (UID3422)	98.45	1.73	28.57
C.2.R.30-DT-bin.17	C	2	R	30	DT	k__Bacteria (UID3187)	99.14	6.66	0
C.2.R.30-DT-bin.18	C	2	R	30	DT	c__Alphaproteobacteria (UID3422)	99.97	0.03	100
C.2.R.30-DT-bin.19	C	2	R	30	DT	f__Enterobacteriaceae (UID5054)	97.13	0.97	45.45
C.2.R.30-DT-bin.2	C	2	R	30	DT	g__Streptomyces (UID2052)	99.91	0.36	0
C.2.R.30-DT-bin.20	C	2	R	30	DT	f__Spirochaetaceae (UID2512)	100	0	0
C.2.R.30-DT-bin.21	C	2	R	30	DT	p__Euryarchaeota (UID49)	99.05	0.65	0
C.2.R.30-DT-bin.3	C	2	R	30	DT	k__Bacteria (UID209)	96.55	0.63	25
C.2.R.30-DT-bin.4	C	2	R	30	DT	o__Rhizobiales (UID3450)	99.51	0.92	0
C.2.R.30-DT-bin.5	C	2	R	30	DT	p__Euryarchaeota (UID49)	99.84	0.65	0
C.2.R.30-DT-bin.6	C	2	R	30	DT	f__Enterobacteriaceae (UID5103)	99.87	1.87	10.53
C.2.R.30-DT-bin.7	C	2	R	30	DT	o__Burkholderiales (UID4002)	99.95	1.3	0
C.2.R.30-DT-bin.8	C	2	R	30	DT	k__Archaea (UID146)	95.96	0	0
C.2.R.30-DT-bin.9	C	2	R	30	DT	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-MM-bin.1	C	2	R	30	MM	o__Rhizobiales (UID3450)	99.51	0.92	0
C.2.R.30-MM-bin.10	C	2	R	30	MM	o__Burkholderiales (UID4002)	97.88	1.24	14.29
C.2.R.30-MM-bin.11	C	2	R	30	MM	f__Rhodobacteraceae (UID3340)	99.09	0.48	0
C.2.R.30-MM-bin.12	C	2	R	30	MM	k__Bacteria (UID209)	69.51	8.23	11.11
C.2.R.30-MM-bin.13	C	2	R	30	MM	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.30-MM-bin.14	C	2	R	30	MM	k__Bacteria (UID209)	94.83	4.62	20
C.2.R.30-MM-bin.15	C	2	R	30	MM	f__Enterobacteriaceae (UID5103)	99.25	0.39	0
C.2.R.30-MM-bin.16	C	2	R	30	MM	p__Cyanobacteria (UID2189)	90.7	0.22	100
C.2.R.30-MM-bin.2	C	2	R	30	MM	c__Gammaproteobacteria (UID4387)	99.44	0.56	0
C.2.R.30-MM-bin.3	C	2	R	30	MM	c__Alphaproteobacteria (UID3422)	99.68	0.22	75
C.2.R.30-MM-bin.4	C	2	R	30	MM	k__Bacteria (UID209)	100	1.75	0
C.2.R.30-MM-bin.5	C	2	R	30	MM	c__Alphaproteobacteria (UID3422)	96.94	3.26	18.75
C.2.R.30-MM-bin.6	C	2	R	30	MM	k__Bacteria (UID2993)	98.98	0	0
C.2.R.30-MM-bin.7	C	2	R	30	MM	f__Spirochaetaceae (UID2512)	100	0	0
C.2.R.30-MM-bin.8	C	2	R	30	MM	f__Enterobacteriaceae (UID5054)	86.75	10.09	24.44
C.2.R.30-MM-bin.9	C	2	R	30	MM	c__Alphaproteobacteria (UID3422)	99.7	1.08	0
C.2.R.60-8K-bin.1	C	2	R	60	8K	k__Bacteria (UID209)	100	0	0
C.2.R.60-8K-bin.10	C	2	R	60	8K	k__Bacteria (UID209)	100	0	0
C.2.R.60-8K-bin.11	C	2	R	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.60-8K-bin.12	C	2	R	60	8K	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-8K-bin.13	C	2	R	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.60-8K-bin.14	C	2	R	60	8K	p__Euryarchaeota (UID49)	99.6	0.98	50
C.2.R.60-8K-bin.15	C	2	R	60	8K	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-8K-bin.16	C	2	R	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.R.60-8K-bin.17	C	2	R	60	8K	c__Gammaproteobacteria (UID4387)	74.09	0.41	55.56
C.2.R.60-8K-bin.18	C	2	R	60	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.60-8K-bin.19	C	2	R	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.R.60-8K-bin.2	C	2	R	60	8K	p__Euryarchaeota (UID49)	99.6	0.98	50
C.2.R.60-8K-bin.20	C	2	R	60	8K	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-8K-bin.21	C	2	R	60	8K	k__Bacteria (UID209)	100	0	0
C.2.R.60-8K-bin.22	C	2	R	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.2.R.60-8K-bin.23	C	2	R	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.2.R.60-8K-bin.24	C	2	R	60	8K	k__Bacteria (UID209)	100	0	0
C.2.R.60-8K-bin.25	C	2	R	60	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.60-8K-bin.26	C	2	R	60	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.60-8K-bin.27	C	2	R	60	8K	c__Gammaproteobacteria (UID4387)	74.09	0.41	55.56
C.2.R.60-8K-bin.28	C	2	R	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.2.R.60-8K-bin.29	C	2	R	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.R.60-8K-bin.3	C	2	R	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.60-8K-bin.30	C	2	R	60	8K	p__Euryarchaeota (UID49)	99.6	0.98	50
C.2.R.60-8K-bin.4	C	2	R	60	8K	p__Euryarchaeota (UID49)	99.6	0.98	50
C.2.R.60-8K-bin.5	C	2	R	60	8K	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-8K-bin.6	C	2	R	60	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.60-8K-bin.7	C	2	R	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.R.60-8K-bin.8	C	2	R	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.2.R.60-8K-bin.9	C	2	R	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.60-DT-bin.1	C	2	R	60	DT	f__Rhodobacteraceae (UID3340)	99.29	0.61	0
C.2.R.60-DT-bin.10	C	2	R	60	DT	k__Bacteria (UID203)	63.32	29.54	1.3
C.2.R.60-DT-bin.11	C	2	R	60	DT	p__Cyanobacteria (UID2189)	98.89	0.22	0
C.2.R.60-DT-bin.12	C	2	R	60	DT	f__Spirochaetaceae (UID2512)	98.39	4.84	50
C.2.R.60-DT-bin.13	C	2	R	60	DT	o__Rhizobiales (UID3447)	100	4.92	0
C.2.R.60-DT-bin.14	C	2	R	60	DT	p__Euryarchaeota (UID49)	99.6	2.29	20
C.2.R.60-DT-bin.15	C	2	R	60	DT	k__Bacteria (UID209)	100	0	0
C.2.R.60-DT-bin.16	C	2	R	60	DT	o__Burkholderiales (UID4001)	99.55	1.8	0
C.2.R.60-DT-bin.17	C	2	R	60	DT	o__Chlamydiales (UID2994)	98.25	0.08	0
C.2.R.60-DT-bin.18	C	2	R	60	DT	k__Archaea (UID146)	100	0.74	0
C.2.R.60-DT-bin.19	C	2	R	60	DT	c__Alphaproteobacteria (UID3422)	99.65	0.32	0
C.2.R.60-DT-bin.2	C	2	R	60	DT	k__Bacteria (UID3187)	100	1.29	0
C.2.R.60-DT-bin.20	C	2	R	60	DT	k__Bacteria (UID3187)	91.78	2.04	0
C.2.R.60-DT-bin.21	C	2	R	60	DT	p__Cyanobacteria (UID2189)	99.56	0.22	0
C.2.R.60-DT-bin.22	C	2	R	60	DT	f__Spirochaetaceae (UID2512)	93.26	2.69	40
C.2.R.60-DT-bin.23	C	2	R	60	DT	f__Enterobacteriaceae (UID5054)	69.42	1.19	31.58
C.2.R.60-DT-bin.24	C	2	R	60	DT	c__Alphaproteobacteria (UID3422)	100	0.44	0
C.2.R.60-DT-bin.25	C	2	R	60	DT	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.60-DT-bin.26	C	2	R	60	DT	k__Archaea (UID146)	99.26	0.74	0
C.2.R.60-DT-bin.27	C	2	R	60	DT	c__Alphaproteobacteria (UID3422)	98.15	9.22	4.69
C.2.R.60-DT-bin.28	C	2	R	60	DT	o__Burkholderiales (UID4002)	37.39	1.51	33.33
C.2.R.60-DT-bin.29	C	2	R	60	DT	k__Archaea (UID2)	52.19	21.94	0
C.2.R.60-DT-bin.3	C	2	R	60	DT	k__Bacteria (UID3187)	99.15	1.71	0
C.2.R.60-DT-bin.4	C	2	R	60	DT	p__Euryarchaeota (UID49)	100	0	0
C.2.R.60-DT-bin.5	C	2	R	60	DT	k__Archaea (UID2)	62.31	12.83	0
C.2.R.60-DT-bin.6	C	2	R	60	DT	o__Chlamydiales (UID2994)	99.19	0	0
C.2.R.60-DT-bin.7	C	2	R	60	DT	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-DT-bin.8	C	2	R	60	DT	f__Spirochaetaceae (UID2512)	99.19	0.16	0
C.2.R.60-DT-bin.9	C	2	R	60	DT	c__Gammaproteobacteria (UID4442)	85.65	1.8	25
C.2.R.60-MM-bin.1	C	2	R	60	MM	p__Cyanobacteria (UID2189)	94.56	0	0
C.2.R.60-MM-bin.10	C	2	R	60	MM	k__Bacteria (UID209)	100	0	0
C.2.R.60-MM-bin.11	C	2	R	60	MM	f__Spirochaetaceae (UID2512)	83.38	7.16	14.29
C.2.R.60-MM-bin.12	C	2	R	60	MM	k__Bacteria (UID3187)	99.15	1.71	0
C.2.R.60-MM-bin.13	C	2	R	60	MM	g__Bacillus (UID864)	99.59	0	0
C.2.R.60-MM-bin.14	C	2	R	60	MM	p__Cyanobacteria (UID2189)	99.56	0.96	0
C.2.R.60-MM-bin.15	C	2	R	60	MM	p__Euryarchaeota (UID49)	94.95	9.39	5.26
C.2.R.60-MM-bin.16	C	2	R	60	MM	k__Archaea (UID2)	53.12	21	0
C.2.R.60-MM-bin.2	C	2	R	60	MM	k__Bacteria (UID3187)	67.49	6.84	5.26
C.2.R.60-MM-bin.3	C	2	R	60	MM	g__Streptomyces (UID2052)	98.49	0.36	100
