Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
A.2.R.10-DT-bin.10	A	2	R	10	DT	c__Betaproteobacteria (UID3959)	99.01	0.49	0
A.2.R.10-DT-bin.11	A	2	R	10	DT	f__Halobacteriaceae (UID96)	97.66	0	0
A.2.R.10-DT-bin.12	A	2	R	10	DT	k__Bacteria (UID3060)	94.9	0.78	16.67
A.2.R.10-DT-bin.13	A	2	R	10	DT	k__Bacteria (UID2570)	100	0	0
A.2.R.10-DT-bin.14	A	2	R	10	DT	k__Bacteria (UID3060)	99.39	0.2	40
A.2.R.10-DT-bin.15	A	2	R	10	DT	f__Rhodobacteraceae (UID3340)	98.34	1.21	0
A.2.R.10-DT-bin.16	A	2	R	10	DT	f__Enterobacteriaceae (UID5054)	99.84	0.19	66.67
A.2.R.10-DT-bin.17	A	2	R	10	DT	f__Rhodobacteraceae (UID3361)	99.25	1.5	0
A.2.R.10-DT-bin.18	A	2	R	10	DT	f__Halobacteriaceae (UID96)	63.19	1.38	0
A.2.R.10-DT-bin.2	A	2	R	10	DT	f__Bacillaceae (UID829)	98.85	0.2	0
A.2.R.10-DT-bin.3	A	2	R	10	DT	o__Actinomycetales (UID1814)	34.33	0.5	75
A.2.R.10-DT-bin.4	A	2	R	10	DT	p__Euryarchaeota (UID49)	99.35	0	0
A.2.R.10-DT-bin.5	A	2	R	10	DT	f__Rhizobiaceae (UID3563)	96.39	4.86	2.5
A.2.R.10-DT-bin.6	A	2	R	10	DT	k__Bacteria (UID3060)	99.59	0	0
A.2.R.10-DT-bin.7	A	2	R	10	DT	f__Bacillaceae (UID829)	99.45	1.45	0
A.2.R.10-DT-bin.8	A	2	R	10	DT	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.10-DT-bin.9	A	2	R	10	DT	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.2.R.10-MM-bin.1	A	2	R	10	MM	f__Bacillaceae (UID829)	98.03	0.25	25
A.2.R.10-MM-bin.10	A	2	R	10	MM	c__Betaproteobacteria (UID3959)	99.01	0	0
A.2.R.10-MM-bin.11	A	2	R	10	MM	f__Rhodobacteraceae (UID3361)	99.25	1.23	0
A.2.R.10-MM-bin.12	A	2	R	10	MM	f__Bacillaceae (UID829)	98.91	1.09	0
A.2.R.10-MM-bin.2	A	2	R	10	MM	f__Enterobacteriaceae (UID5054)	98.24	0.28	33.33
A.2.R.10-MM-bin.3	A	2	R	10	MM	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.2.R.10-MM-bin.4	A	2	R	10	MM	k__Bacteria (UID3060)	99.19	0	0
A.2.R.10-MM-bin.5	A	2	R	10	MM	k__Bacteria (UID2570)	100	0	0
A.2.R.10-MM-bin.6	A	2	R	10	MM	f__Rhizobiaceae (UID3563)	95.85	1.04	28.57
A.2.R.10-MM-bin.7	A	2	R	10	MM	k__Bacteria (UID3060)	97.26	7.01	30.43
A.2.R.10-MM-bin.8	A	2	R	10	MM	o__Burkholderiales (UID4000)	86.18	8.51	19.51
A.2.R.10-MM-bin.9	A	2	R	10	MM	f__Rhodobacteraceae (UID3340)	75.24	7.48	19.61
A.2.R.120-8K-bin.1	A	2	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.120-8K-bin.10	A	2	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.120-8K-bin.11	A	2	R	120	8K	c__Betaproteobacteria (UID3959)	86.45	0	0
A.2.R.120-8K-bin.12	A	2	R	120	8K	f__Rhizobiaceae (UID3564)	98.61	0.06	0
A.2.R.120-8K-bin.13	A	2	R	120	8K	c__Betaproteobacteria (UID3959)	86.95	0	0
A.2.R.120-8K-bin.14	A	2	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.120-8K-bin.15	A	2	R	120	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.120-8K-bin.16	A	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.2.R.120-8K-bin.17	A	2	R	120	8K	c__Betaproteobacteria (UID3959)	86.95	0	0
A.2.R.120-8K-bin.18	A	2	R	120	8K	f__Rhodobacteraceae (UID3361)	97.14	0.53	0
A.2.R.120-8K-bin.19	A	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.69	20
A.2.R.120-8K-bin.2	A	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.69	20
A.2.R.120-8K-bin.20	A	2	R	120	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.120-8K-bin.21	A	2	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.120-8K-bin.22	A	2	R	120	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.120-8K-bin.23	A	2	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.120-8K-bin.24	A	2	R	120	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.2.R.120-8K-bin.25	A	2	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.120-8K-bin.26	A	2	R	120	8K	c__Betaproteobacteria (UID3959)	86.95	0	0
A.2.R.120-8K-bin.27	A	2	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.120-8K-bin.28	A	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.2.R.120-8K-bin.29	A	2	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.120-8K-bin.3	A	2	R	120	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.120-8K-bin.30	A	2	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.120-8K-bin.31	A	2	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.120-8K-bin.32	A	2	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.120-8K-bin.33	A	2	R	120	8K	f__Rhodobacteraceae (UID3361)	97.14	0.53	0
A.2.R.120-8K-bin.4	A	2	R	120	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.120-8K-bin.5	A	2	R	120	8K	f__Rhodobacteraceae (UID3361)	97.14	0.53	0
A.2.R.120-8K-bin.6	A	2	R	120	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.120-8K-bin.7	A	2	R	120	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.120-8K-bin.8	A	2	R	120	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.120-8K-bin.9	A	2	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.120-DT-bin.1	A	2	R	120	DT	f__Bacillaceae (UID829)	93.13	32.76	72.47
A.2.R.120-DT-bin.10	A	2	R	120	DT	f__Rhizobiaceae (UID3563)	96.99	0.36	50
A.2.R.120-DT-bin.11	A	2	R	120	DT	f__Rhizobiaceae (UID3564)	99.93	0.21	0
A.2.R.120-DT-bin.12	A	2	R	120	DT	o__Rhodospirillales (UID3754)	99.9	0.5	66.67
A.2.R.120-DT-bin.13	A	2	R	120	DT	k__Bacteria (UID2565)	100	0.06	100
A.2.R.120-DT-bin.14	A	2	R	120	DT	o__Flavobacteriales (UID2815)	84.95	9.68	16.67
A.2.R.120-DT-bin.15	A	2	R	120	DT	o__Actinomycetales (UID1814)	100	0.13	50
A.2.R.120-DT-bin.16	A	2	R	120	DT	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.120-DT-bin.17	A	2	R	120	DT	o__Rhizobiales (UID3481)	99.44	1.04	14.29
A.2.R.120-DT-bin.18	A	2	R	120	DT	o__Actinomycetales (UID1815)	99.14	0.38	0
A.2.R.120-DT-bin.19	A	2	R	120	DT	f__Rhodobacteraceae (UID3361)	99.25	0.87	0
A.2.R.120-DT-bin.2	A	2	R	120	DT	f__Rhodobacteraceae (UID3340)	99.39	0	0
A.2.R.120-DT-bin.20	A	2	R	120	DT	k__Bacteria (UID3060)	99.59	0	0
A.2.R.120-DT-bin.21	A	2	R	120	DT	o__Burkholderiales (UID4000)	99.07	0	0
A.2.R.120-DT-bin.22	A	2	R	120	DT	f__Halobacteriaceae (UID96)	99.06	0	0
A.2.R.120-DT-bin.23	A	2	R	120	DT	p__Euryarchaeota (UID49)	99.54	0	0
A.2.R.120-DT-bin.24	A	2	R	120	DT	f__Halobacteriaceae (UID96)	99.54	0.05	0
A.2.R.120-DT-bin.25	A	2	R	120	DT	k__Bacteria (UID2570)	98.9	0.27	0
A.2.R.120-DT-bin.3	A	2	R	120	DT	k__Bacteria (UID2570)	100	0	0
A.2.R.120-DT-bin.4	A	2	R	120	DT	f__Bacillaceae (UID829)	99.06	0.03	0
A.2.R.120-DT-bin.5	A	2	R	120	DT	f__Enterobacteriaceae (UID5103)	99.91	0.92	31.25
A.2.R.120-DT-bin.6	A	2	R	120	DT	p__Euryarchaeota (UID49)	99.35	0.15	0
A.2.R.120-DT-bin.7	A	2	R	120	DT	o__Rhodospirillales (UID3754)	97.47	0.5	0
A.2.R.120-DT-bin.8	A	2	R	120	DT	p__Euryarchaeota (UID49)	51.39	0.05	0
A.2.R.120-DT-bin.9	A	2	R	120	DT	f__Rhodobacteraceae (UID3356)	85.76	4.06	9.09
A.2.R.120-MM-bin.1	A	2	R	120	MM	f__Rhizobiaceae (UID3563)	96.96	0.33	0
A.2.R.120-MM-bin.2	A	2	R	120	MM	o__Rhodospirillales (UID3754)	95.48	0	0
A.2.R.180-8K-bin.1	A	2	R	180	8K	p__Euryarchaeota (UID49)	71.24	0	0
A.2.R.180-8K-bin.10	A	2	R	180	8K	o__Burkholderiales (UID4000)	96.26	0	0
A.2.R.180-8K-bin.11	A	2	R	180	8K	o__Burkholderiales (UID4000)	96.26	0	0
A.2.R.180-8K-bin.12	A	2	R	180	8K	o__Rhodospirillales (UID3754)	97.01	0	0
A.2.R.180-8K-bin.13	A	2	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.180-8K-bin.14	A	2	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.180-8K-bin.15	A	2	R	180	8K	o__Rhodospirillales (UID3754)	97.01	0	0
A.2.R.180-8K-bin.16	A	2	R	180	8K	f__Bacillaceae (UID829)	88.11	1.09	33.33
A.2.R.180-8K-bin.17	A	2	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.R.180-8K-bin.18	A	2	R	180	8K	p__Euryarchaeota (UID49)	89.31	0.98	0
A.2.R.180-8K-bin.19	A	2	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.180-8K-bin.2	A	2	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.180-8K-bin.20	A	2	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.180-8K-bin.21	A	2	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.R.180-8K-bin.22	A	2	R	180	8K	p__Euryarchaeota (UID49)	89.31	0.98	0
A.2.R.180-8K-bin.23	A	2	R	180	8K	k__Bacteria (UID3060)	95.94	0	0
A.2.R.180-8K-bin.24	A	2	R	180	8K	o__Rhodospirillales (UID3754)	97.51	0	0
A.2.R.180-8K-bin.25	A	2	R	180	8K	c__Betaproteobacteria (UID3959)	98.03	0	0
A.2.R.180-8K-bin.26	A	2	R	180	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.180-8K-bin.27	A	2	R	180	8K	p__Euryarchaeota (UID49)	89.31	0.98	0
A.2.R.180-8K-bin.28	A	2	R	180	8K	f__Bacillaceae (UID829)	88.11	1.09	33.33
A.2.R.180-8K-bin.29	A	2	R	180	8K	k__Bacteria (UID2570)	98.35	0.27	0
A.2.R.180-8K-bin.3	A	2	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.R.180-8K-bin.30	A	2	R	180	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.2.R.180-8K-bin.31	A	2	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.180-8K-bin.32	A	2	R	180	8K	f__Enterobacteriaceae (UID5054)	93.39	1.29	80
A.2.R.180-8K-bin.33	A	2	R	180	8K	f__Rhodobacteraceae (UID3356)	96.01	0.3	0
A.2.R.180-8K-bin.34	A	2	R	180	8K	f__Enterobacteriaceae (UID5054)	95.36	1.29	80
A.2.R.180-8K-bin.35	A	2	R	180	8K	f__Rhodobacteraceae (UID3356)	96.01	0.3	0
A.2.R.180-8K-bin.36	A	2	R	180	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.180-8K-bin.37	A	2	R	180	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.180-8K-bin.38	A	2	R	180	8K	f__Bacillaceae (UID829)	88.11	1.09	33.33
A.2.R.180-8K-bin.39	A	2	R	180	8K	f__Rhodobacteraceae (UID3356)	96.01	0.3	0
A.2.R.180-8K-bin.4	A	2	R	180	8K	o__Burkholderiales (UID4000)	96.26	0	0
A.2.R.180-8K-bin.40	A	2	R	180	8K	k__Bacteria (UID2570)	98.35	0.27	0
A.2.R.180-8K-bin.41	A	2	R	180	8K	o__Rhodospirillales (UID3754)	97.01	0	0
A.2.R.180-8K-bin.42	A	2	R	180	8K	k__Bacteria (UID3060)	95.94	0	0
A.2.R.180-8K-bin.43	A	2	R	180	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.180-8K-bin.44	A	2	R	180	8K	f__Rhodobacteraceae (UID3356)	96.01	0.3	0
A.2.R.180-8K-bin.45	A	2	R	180	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.180-8K-bin.46	A	2	R	180	8K	f__Rhodobacteraceae (UID3361)	98.34	0.23	0
A.2.R.180-8K-bin.47	A	2	R	180	8K	f__Rhodobacteraceae (UID3361)	98.34	0.23	0
A.2.R.180-8K-bin.48	A	2	R	180	8K	o__Rhizobiales (UID3481)	92.29	0.44	0
A.2.R.180-8K-bin.49	A	2	R	180	8K	k__Bacteria (UID2570)	98.35	0.27	0
A.2.R.180-8K-bin.5	A	2	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.180-8K-bin.50	A	2	R	180	8K	p__Euryarchaeota (UID49)	89.31	0.98	0
A.2.R.180-8K-bin.51	A	2	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.R.180-8K-bin.52	A	2	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.180-8K-bin.53	A	2	R	180	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.180-8K-bin.54	A	2	R	180	8K	o__Rhodospirillales (UID3754)	98.91	0	0
A.2.R.180-8K-bin.55	A	2	R	180	8K	f__Bacillaceae (UID829)	88.11	1.09	33.33
A.2.R.180-8K-bin.56	A	2	R	180	8K	k__Bacteria (UID3060)	95.94	0	0
A.2.R.180-8K-bin.57	A	2	R	180	8K	k__Bacteria (UID2570)	98.35	0.27	0
A.2.R.180-8K-bin.58	A	2	R	180	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.180-8K-bin.59	A	2	R	180	8K	f__Enterobacteriaceae (UID5054)	95.36	1.29	80
A.2.R.180-8K-bin.6	A	2	R	180	8K	f__Enterobacteriaceae (UID5054)	95.36	1.29	80
A.2.R.180-8K-bin.7	A	2	R	180	8K	o__Burkholderiales (UID4000)	96.26	0	0
A.2.R.180-8K-bin.8	A	2	R	180	8K	k__Bacteria (UID3060)	95.94	0	0
A.2.R.180-8K-bin.9	A	2	R	180	8K	f__Rhodobacteraceae (UID3361)	98.34	0.23	0
A.2.R.180-DT-bin.1	A	2	R	180	DT	c__Betaproteobacteria (UID3959)	99.51	0.49	100
A.2.R.180-DT-bin.10	A	2	R	180	DT	o__Burkholderiales (UID4000)	98.6	3.49	0
A.2.R.180-DT-bin.11	A	2	R	180	DT	k__Bacteria (UID2565)	98.92	0	0
A.2.R.180-DT-bin.12	A	2	R	180	DT	f__Rhodobacteraceae (UID3356)	99.55	0.33	0
A.2.R.180-DT-bin.13	A	2	R	180	DT	f__Rhodobacteraceae (UID3361)	99.55	2.54	0
A.2.R.180-DT-bin.14	A	2	R	180	DT	o__Flavobacteriales (UID2815)	99.51	4.17	7.14
A.2.R.180-DT-bin.15	A	2	R	180	DT	p__Euryarchaeota (UID49)	94.15	2.34	0
A.2.R.180-DT-bin.16	A	2	R	180	DT	p__Euryarchaeota (UID49)	99.35	0.68	0
A.2.R.180-DT-bin.17	A	2	R	180	DT	f__Bacillaceae (UID829)	98.91	1.14	50
A.2.R.180-DT-bin.18	A	2	R	180	DT	k__Bacteria (UID2570)	98.9	0.27	0
A.2.R.180-DT-bin.19	A	2	R	180	DT	o__Actinomycetales (UID1814)	97.19	0.82	37.5
A.2.R.180-DT-bin.2	A	2	R	180	DT	o__Rhodospirillales (UID3754)	99.9	0	0
A.2.R.180-DT-bin.20	A	2	R	180	DT	k__Bacteria (UID3060)	99.39	0	0
A.2.R.180-DT-bin.21	A	2	R	180	DT	f__Halobacteriaceae (UID96)	92.87	8.87	64.29
A.2.R.180-DT-bin.22	A	2	R	180	DT	f__Enterobacteriaceae (UID5054)	94.96	1.37	72.73
A.2.R.180-DT-bin.23	A	2	R	180	DT	o__Actinomycetales (UID1814)	99.02	0.87	60
A.2.R.180-DT-bin.24	A	2	R	180	DT	o__Rhizobiales (UID3481)	99.44	0.46	0
A.2.R.180-DT-bin.25	A	2	R	180	DT	k__Archaea (UID2)	69.16	14.52	0
A.2.R.180-DT-bin.26	A	2	R	180	DT	f__Halobacteriaceae (UID96)	79.62	1.93	28.57
A.2.R.180-DT-bin.27	A	2	R	180	DT	o__Actinomycetales (UID1815)	99.33	0.38	0
A.2.R.180-DT-bin.28	A	2	R	180	DT	o__Rhodospirillales (UID3754)	97.51	1	0
A.2.R.180-DT-bin.29	A	2	R	180	DT	g__Vibrio (UID4878)	99.86	0.16	0
A.2.R.180-DT-bin.3	A	2	R	180	DT	k__Bacteria (UID2570)	98.91	0.55	0
A.2.R.180-DT-bin.30	A	2	R	180	DT	p__Euryarchaeota (UID49)	98.69	0	0
A.2.R.180-DT-bin.4	A	2	R	180	DT	f__Halobacteriaceae (UID96)	99.54	1.55	12.5
A.2.R.180-DT-bin.5	A	2	R	180	DT	f__Rhodobacteraceae (UID3356)	98.94	0.3	0
A.2.R.180-DT-bin.6	A	2	R	180	DT	k__Bacteria (UID3060)	98.78	0	0
A.2.R.180-DT-bin.7	A	2	R	180	DT	f__Rhodobacteraceae (UID3340)	99.39	0.04	100
A.2.R.180-DT-bin.8	A	2	R	180	DT	f__Bacillaceae (UID829)	99.06	0.95	0
A.2.R.180-DT-bin.9	A	2	R	180	DT	k__Bacteria (UID3060)	98.78	0.91	0
A.2.R.180-MM-bin.1	A	2	R	180	MM	o__Burkholderiales (UID4000)	100	0	0
A.2.R.30-8K-bin.1	A	2	R	30	8K	f__Rhodobacteraceae (UID3361)	98.34	0.53	0
A.2.R.30-8K-bin.10	A	2	R	30	8K	f__Rhodobacteraceae (UID3361)	98.34	0.53	0
A.2.R.30-8K-bin.11	A	2	R	30	8K	f__Rhodobacteraceae (UID3361)	98.34	0.53	0
A.2.R.30-8K-bin.12	A	2	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.30-8K-bin.13	A	2	R	30	8K	f__Bacillaceae (UID829)	90.71	0.55	0
A.2.R.30-8K-bin.14	A	2	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.30-8K-bin.15	A	2	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.30-8K-bin.16	A	2	R	30	8K	f__Rhodobacteraceae (UID3340)	98.48	0.1	100
A.2.R.30-8K-bin.17	A	2	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.30-8K-bin.18	A	2	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.30-8K-bin.19	A	2	R	30	8K	f__Rhodobacteraceae (UID3340)	98.48	0.1	100
A.2.R.30-8K-bin.2	A	2	R	30	8K	k__Bacteria (UID2570)	100	0	0
A.2.R.30-8K-bin.20	A	2	R	30	8K	f__Bacillaceae (UID829)	97.27	0.55	0
A.2.R.30-8K-bin.21	A	2	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.30-8K-bin.22	A	2	R	30	8K	k__Bacteria (UID2570)	100	0	0
A.2.R.30-8K-bin.23	A	2	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.30-8K-bin.24	A	2	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.30-8K-bin.25	A	2	R	30	8K	k__Bacteria (UID2570)	100	0	0
A.2.R.30-8K-bin.26	A	2	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.30-8K-bin.27	A	2	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.2.R.30-8K-bin.28	A	2	R	30	8K	f__Bacillaceae (UID829)	97.27	0.55	0
A.2.R.30-8K-bin.3	A	2	R	30	8K	f__Rhodobacteraceae (UID3340)	98.48	0.1	100
A.2.R.30-8K-bin.4	A	2	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.R.30-8K-bin.5	A	2	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.R.30-8K-bin.6	A	2	R	30	8K	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.2.R.30-8K-bin.7	A	2	R	30	8K	f__Rhodobacteraceae (UID3340)	98.48	0.1	100
A.2.R.30-8K-bin.8	A	2	R	30	8K	k__Bacteria (UID2570)	100	0	0
A.2.R.30-8K-bin.9	A	2	R	30	8K	f__Bacillaceae (UID829)	97.27	0.55	0
A.2.R.30-DT-bin.1	A	2	R	30	DT	o__Rhizobiales (UID3481)	99.11	2.87	3.23
A.2.R.30-DT-bin.10	A	2	R	30	DT	f__Rhodobacteraceae (UID3340)	99.39	2.45	7.14
A.2.R.30-DT-bin.11	A	2	R	30	DT	c__Betaproteobacteria (UID3959)	99.01	3.76	0
A.2.R.30-DT-bin.12	A	2	R	30	DT	f__Bacillaceae (UID829)	98.51	0.03	0
A.2.R.30-DT-bin.13	A	2	R	30	DT	f__Halobacteriaceae (UID96)	97.08	1.56	70
A.2.R.30-DT-bin.14	A	2	R	30	DT	k__Archaea (UID2)	69.48	15.46	3.64
A.2.R.30-DT-bin.15	A	2	R	30	DT	g__Vibrio (UID4878)	99.05	2.58	0
A.2.R.30-DT-bin.2	A	2	R	30	DT	f__Rhodobacteraceae (UID3361)	99.25	2.6	0
A.2.R.30-DT-bin.3	A	2	R	30	DT	o__Actinomycetales (UID1814)	97.57	0.72	12.5
A.2.R.30-DT-bin.4	A	2	R	30	DT	f__Rhizobiaceae (UID3564)	92.56	4.72	24.39
A.2.R.30-DT-bin.5	A	2	R	30	DT	k__Bacteria (UID2570)	100	2.21	0
A.2.R.30-DT-bin.6	A	2	R	30	DT	o__Actinomycetales (UID1814)	97.61	1.51	37.5
A.2.R.30-DT-bin.7	A	2	R	30	DT	k__Bacteria (UID3060)	99.19	0.41	0
A.2.R.30-DT-bin.8	A	2	R	30	DT	f__Bacillaceae (UID829)	98.91	0.55	0
A.2.R.30-DT-bin.9	A	2	R	30	DT	f__Enterobacteriaceae (UID5054)	90.29	3.37	80
A.2.R.30-MM-bin.1	A	2	R	30	MM	f__Rhizobiaceae (UID3564)	61.9	6.61	10.94
A.2.R.30-MM-bin.10	A	2	R	30	MM	f__Bacillaceae (UID829)	98.36	1.09	0
A.2.R.30-MM-bin.11	A	2	R	30	MM	o__Actinomycetales (UID1814)	97.33	0.87	50
A.2.R.30-MM-bin.12	A	2	R	30	MM	o__Rhizobiales (UID3481)	95.87	6.08	17.74
A.2.R.30-MM-bin.2	A	2	R	30	MM	k__Bacteria (UID3060)	99.19	0	0
A.2.R.30-MM-bin.3	A	2	R	30	MM	k__Bacteria (UID2565)	62.14	5.73	50
A.2.R.30-MM-bin.4	A	2	R	30	MM	f__Rhodobacteraceae (UID3361)	98.13	2.43	16.67
A.2.R.30-MM-bin.5	A	2	R	30	MM	k__Bacteria (UID2570)	100	0	0
A.2.R.30-MM-bin.6	A	2	R	30	MM	f__Bacillaceae (UID829)	93.39	0.03	0
A.2.R.30-MM-bin.7	A	2	R	30	MM	g__Vibrio (UID4878)	99.77	0.37	66.67
A.2.R.30-MM-bin.8	A	2	R	30	MM	f__Rhodobacteraceae (UID3340)	98.48	0.77	75
A.2.R.30-MM-bin.9	A	2	R	30	MM	c__Betaproteobacteria (UID3959)	99.01	0	0
A.2.R.60-8K-bin.1	A	2	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.R.60-8K-bin.10	A	2	R	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-8K-bin.11	A	2	R	60	8K	f__Rhodobacteraceae (UID3361)	93.98	0.63	25
A.2.R.60-8K-bin.12	A	2	R	60	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-8K-bin.13	A	2	R	60	8K	f__Rhodobacteraceae (UID3361)	93.98	0.63	25
A.2.R.60-8K-bin.14	A	2	R	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-8K-bin.15	A	2	R	60	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-8K-bin.16	A	2	R	60	8K	k__Bacteria (UID2570)	98.61	0.04	50
A.2.R.60-8K-bin.17	A	2	R	60	8K	k__Bacteria (UID2570)	98.61	0.04	50
A.2.R.60-8K-bin.18	A	2	R	60	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.60-8K-bin.19	A	2	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.60-8K-bin.2	A	2	R	60	8K	f__Rhodobacteraceae (UID3361)	93.98	0.63	25
A.2.R.60-8K-bin.20	A	2	R	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.60-8K-bin.21	A	2	R	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.2.R.60-8K-bin.22	A	2	R	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.60-8K-bin.23	A	2	R	60	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-8K-bin.24	A	2	R	60	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.60-8K-bin.25	A	2	R	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.60-8K-bin.26	A	2	R	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.2.R.60-8K-bin.27	A	2	R	60	8K	f__Rhodobacteraceae (UID3340)	96.44	0	0
A.2.R.60-8K-bin.28	A	2	R	60	8K	o__Rhodospirillales (UID3754)	85.57	0	0
A.2.R.60-8K-bin.29	A	2	R	60	8K	f__Bacillaceae (UID829)	97.81	1.09	50
A.2.R.60-8K-bin.3	A	2	R	60	8K	f__Bacillaceae (UID829)	97.81	1.09	50
A.2.R.60-8K-bin.30	A	2	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.R.60-8K-bin.31	A	2	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.R.60-8K-bin.32	A	2	R	60	8K	o__Rhizobiales (UID3481)	95.1	1.08	9.09
A.2.R.60-8K-bin.33	A	2	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.60-8K-bin.34	A	2	R	60	8K	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-8K-bin.35	A	2	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.R.60-8K-bin.36	A	2	R	60	8K	f__Halobacteriaceae (UID96)	86.31	0.05	0
