"Bin.Id"	"Community"	"Abundance_distribution"	"Taxonomic_distribution"	"Depth"	"Pipeline"	"Marker.lineage"	"Completeness"	"Contamination"	"Strain.heterogeneity"
"860"	"A.3.R.10-8K-bin.34"	"A"	3	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	97.14	0.53	0
"861"	"A.3.R.10-8K-bin.35"	"A"	3	"R"	10	"8K"	"o__Rhizobiales (UID3481)"	94.71	1.73	25
"862"	"A.3.R.10-8K-bin.36"	"A"	3	"R"	10	"8K"	"f__Halobacteriaceae (UID96)"	97.64	0.54	50
"863"	"A.3.R.10-8K-bin.37"	"A"	3	"R"	10	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"864"	"A.3.R.10-8K-bin.38"	"A"	3	"R"	10	"8K"	"g__Vibrio (UID4878)"	98.38	0.07	0
"865"	"A.3.R.10-8K-bin.39"	"A"	3	"R"	10	"8K"	"f__Rhodobacteraceae (UID3356)"	96.01	0.33	0
"866"	"A.3.R.10-8K-bin.4"	"A"	3	"R"	10	"8K"	"o__Rhodospirillales (UID3754)"	99.9	0	0
"867"	"A.3.R.10-8K-bin.40"	"A"	3	"R"	10	"8K"	"f__Halobacteriaceae (UID96)"	97.64	0.54	50
"868"	"A.3.R.10-8K-bin.41"	"A"	3	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"869"	"A.3.R.10-8K-bin.42"	"A"	3	"R"	10	"8K"	"o__Rhodospirillales (UID3754)"	100	0	0
"870"	"A.3.R.10-8K-bin.43"	"A"	3	"R"	10	"8K"	"g__Vibrio (UID4878)"	97.65	0.07	0
"871"	"A.3.R.10-8K-bin.5"	"A"	3	"R"	10	"8K"	"k__Bacteria (UID3060)"	98.78	0.91	0
"872"	"A.3.R.10-8K-bin.6"	"A"	3	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.23	0
"873"	"A.3.R.10-8K-bin.7"	"A"	3	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"874"	"A.3.R.10-8K-bin.8"	"A"	3	"R"	10	"8K"	"f__Halobacteriaceae (UID96)"	98.4	0.05	0
"875"	"A.3.R.10-8K-bin.9"	"A"	3	"R"	10	"8K"	"f__Halobacteriaceae (UID96)"	98.4	0.05	0
"876"	"A.3.R.10-DT-bin.1"	"A"	3	"R"	10	"DT"	"f__Bacillaceae (UID829)"	99.4	0.24	0
"880"	"A.3.R.10-DT-bin.13"	"A"	3	"R"	10	"DT"	"k__Bacteria (UID2570)"	93.87	1.37	0
"882"	"A.3.R.10-DT-bin.15"	"A"	3	"R"	10	"DT"	"f__Rhodobacteraceae (UID3340)"	98.38	0.5	50
"883"	"A.3.R.10-DT-bin.16"	"A"	3	"R"	10	"DT"	"o__Actinomycetales (UID1814)"	99.6	0.64	75
"884"	"A.3.R.10-DT-bin.17"	"A"	3	"R"	10	"DT"	"o__Rhodospirillales (UID3754)"	99.07	0.5	0
"885"	"A.3.R.10-DT-bin.18"	"A"	3	"R"	10	"DT"	"f__Halobacteriaceae (UID96)"	97.66	0.67	36.36
"886"	"A.3.R.10-DT-bin.19"	"A"	3	"R"	10	"DT"	"o__Actinomycetales (UID1815)"	99.33	0.63	33.33
"887"	"A.3.R.10-DT-bin.2"	"A"	3	"R"	10	"DT"	"f__Halobacteriaceae (UID96)"	98.05	0.24	0
"888"	"A.3.R.10-DT-bin.20"	"A"	3	"R"	10	"DT"	"o__Burkholderiales (UID4000)"	100	3.43	6.25
"889"	"A.3.R.10-DT-bin.3"	"A"	3	"R"	10	"DT"	"f__Rhizobiaceae (UID3564)"	99.47	8.14	12.28
"890"	"A.3.R.10-DT-bin.4"	"A"	3	"R"	10	"DT"	"g__Vibrio (UID4878)"	98.03	0.07	0
"891"	"A.3.R.10-DT-bin.5"	"A"	3	"R"	10	"DT"	"f__Rhodobacteraceae (UID3356)"	99.24	0.33	0
"892"	"A.3.R.10-DT-bin.6"	"A"	3	"R"	10	"DT"	"k__Bacteria (UID3060)"	99.39	1.22	0
"893"	"A.3.R.10-DT-bin.7"	"A"	3	"R"	10	"DT"	"o__Rhodospirillales (UID3754)"	99.9	0	0
"894"	"A.3.R.10-DT-bin.8"	"A"	3	"R"	10	"DT"	"k__Bacteria (UID3060)"	98.78	1.32	0
"895"	"A.3.R.10-DT-bin.9"	"A"	3	"R"	10	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"896"	"A.3.R.10-MM-bin.1"	"A"	3	"R"	10	"MM"	"o__Actinomycetales (UID1815)"	96.48	2.7	30
"898"	"A.3.R.10-MM-bin.2"	"A"	3	"R"	10	"MM"	"k__Bacteria (UID3060)"	94.92	3.21	7.69
"899"	"A.3.R.10-MM-bin.3"	"A"	3	"R"	10	"MM"	"f__Rhodobacteraceae (UID3361)"	95.84	2.91	31.25
"900"	"A.3.R.10-MM-bin.4"	"A"	3	"R"	10	"MM"	"f__Bacillaceae (UID829)"	92.02	4.02	18.75
"901"	"A.3.R.10-MM-bin.5"	"A"	3	"R"	10	"MM"	"f__Rhodobacteraceae (UID3340)"	95.32	4.07	32
"902"	"A.3.R.10-MM-bin.6"	"A"	3	"R"	10	"MM"	"o__Actinomycetales (UID1814)"	94.28	2.06	41.67
"903"	"A.3.R.10-MM-bin.7"	"A"	3	"R"	10	"MM"	"o__Rhodospirillales (UID3754)"	94.93	5.29	5.88
"905"	"A.3.R.10-MM-bin.9"	"A"	3	"R"	10	"MM"	"g__Vibrio (UID4878)"	95.1	7.35	27.84
"906"	"A.3.R.120-8K-bin.1"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"907"	"A.3.R.120-8K-bin.10"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"908"	"A.3.R.120-8K-bin.11"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"909"	"A.3.R.120-8K-bin.12"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"910"	"A.3.R.120-8K-bin.13"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"911"	"A.3.R.120-8K-bin.14"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"912"	"A.3.R.120-8K-bin.15"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"913"	"A.3.R.120-8K-bin.16"	"A"	3	"R"	120	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"914"	"A.3.R.120-8K-bin.17"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"915"	"A.3.R.120-8K-bin.18"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"916"	"A.3.R.120-8K-bin.19"	"A"	3	"R"	120	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"917"	"A.3.R.120-8K-bin.2"	"A"	3	"R"	120	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"918"	"A.3.R.120-8K-bin.20"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"919"	"A.3.R.120-8K-bin.21"	"A"	3	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"920"	"A.3.R.120-8K-bin.22"	"A"	3	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"921"	"A.3.R.120-8K-bin.23"	"A"	3	"R"	120	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"922"	"A.3.R.120-8K-bin.24"	"A"	3	"R"	120	"8K"	"g__Vibrio (UID4878)"	98.67	0.03	0
"923"	"A.3.R.120-8K-bin.25"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"924"	"A.3.R.120-8K-bin.26"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"925"	"A.3.R.120-8K-bin.27"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"926"	"A.3.R.120-8K-bin.28"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"927"	"A.3.R.120-8K-bin.29"	"A"	3	"R"	120	"8K"	"g__Vibrio (UID4878)"	98.67	0.03	0
"928"	"A.3.R.120-8K-bin.3"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"929"	"A.3.R.120-8K-bin.30"	"A"	3	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"930"	"A.3.R.120-8K-bin.31"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"931"	"A.3.R.120-8K-bin.32"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"932"	"A.3.R.120-8K-bin.33"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"933"	"A.3.R.120-8K-bin.34"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"934"	"A.3.R.120-8K-bin.35"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"935"	"A.3.R.120-8K-bin.36"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"936"	"A.3.R.120-8K-bin.37"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"937"	"A.3.R.120-8K-bin.38"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"938"	"A.3.R.120-8K-bin.39"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"939"	"A.3.R.120-8K-bin.4"	"A"	3	"R"	120	"8K"	"g__Vibrio (UID4878)"	98.67	0.03	0
"940"	"A.3.R.120-8K-bin.40"	"A"	3	"R"	120	"8K"	"g__Vibrio (UID4878)"	98.67	0.03	0
"941"	"A.3.R.120-8K-bin.41"	"A"	3	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"942"	"A.3.R.120-8K-bin.42"	"A"	3	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"943"	"A.3.R.120-8K-bin.43"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"944"	"A.3.R.120-8K-bin.44"	"A"	3	"R"	120	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"945"	"A.3.R.120-8K-bin.45"	"A"	3	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"946"	"A.3.R.120-8K-bin.46"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"947"	"A.3.R.120-8K-bin.47"	"A"	3	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"948"	"A.3.R.120-8K-bin.48"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"949"	"A.3.R.120-8K-bin.49"	"A"	3	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"950"	"A.3.R.120-8K-bin.5"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"951"	"A.3.R.120-8K-bin.50"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"952"	"A.3.R.120-8K-bin.6"	"A"	3	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"953"	"A.3.R.120-8K-bin.7"	"A"	3	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"954"	"A.3.R.120-8K-bin.8"	"A"	3	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.97	0	0
"955"	"A.3.R.120-8K-bin.9"	"A"	3	"R"	120	"8K"	"p__Euryarchaeota (UID49)"	90.2	0	0
"956"	"A.3.R.120-DT-bin.1"	"A"	3	"R"	120	"DT"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"957"	"A.3.R.120-DT-bin.10"	"A"	3	"R"	120	"DT"	"g__Vibrio (UID4878)"	98.78	0.05	0
"958"	"A.3.R.120-DT-bin.11"	"A"	3	"R"	120	"DT"	"f__Halobacteriaceae (UID96)"	99.49	1.07	11.11
"959"	"A.3.R.120-DT-bin.12"	"A"	3	"R"	120	"DT"	"o__Actinomycetales (UID1814)"	95.1	0.6	60
"960"	"A.3.R.120-DT-bin.13"	"A"	3	"R"	120	"DT"	"o__Actinomycetales (UID1815)"	99.33	0.75	0
"962"	"A.3.R.120-DT-bin.15"	"A"	3	"R"	120	"DT"	"f__Halobacteriaceae (UID96)"	97.42	0.22	100
"964"	"A.3.R.120-DT-bin.17"	"A"	3	"R"	120	"DT"	"o__Actinomycetales (UID1814)"	99.18	2.02	36.36
"965"	"A.3.R.120-DT-bin.18"	"A"	3	"R"	120	"DT"	"o__Burkholderiales (UID4000)"	99.53	4.16	0
"966"	"A.3.R.120-DT-bin.19"	"A"	3	"R"	120	"DT"	"f__Rhodobacteraceae (UID3340)"	98.48	0.04	100
"967"	"A.3.R.120-DT-bin.2"	"A"	3	"R"	120	"DT"	"k__Bacteria (UID3060)"	98.78	0.51	0
"968"	"A.3.R.120-DT-bin.20"	"A"	3	"R"	120	"DT"	"f__Bacillaceae (UID829)"	97.96	2.31	71.43
"969"	"A.3.R.120-DT-bin.21"	"A"	3	"R"	120	"DT"	"f__Rhodobacteraceae (UID3356)"	94.19	0.3	0
"970"	"A.3.R.120-DT-bin.22"	"A"	3	"R"	120	"DT"	"k__Bacteria (UID203)"	100	8.62	26.32
"971"	"A.3.R.120-DT-bin.23"	"A"	3	"R"	120	"DT"	"k__Bacteria (UID3060)"	99.39	0	0
"972"	"A.3.R.120-DT-bin.24"	"A"	3	"R"	120	"DT"	"o__Rhizobiales (UID3481)"	99.44	4.2	5.66
"973"	"A.3.R.120-DT-bin.25"	"A"	3	"R"	120	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	1.03	0
"974"	"A.3.R.120-DT-bin.26"	"A"	3	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	97.39	0	0
"975"	"A.3.R.120-DT-bin.3"	"A"	3	"R"	120	"DT"	"o__Rhodospirillales (UID3754)"	99.4	1.24	0
"976"	"A.3.R.120-DT-bin.4"	"A"	3	"R"	120	"DT"	"o__Rhodospirillales (UID3754)"	97.51	1	0
"977"	"A.3.R.120-DT-bin.5"	"A"	3	"R"	120	"DT"	"f__Bacillaceae (UID829)"	98.37	0.03	0
"978"	"A.3.R.120-DT-bin.6"	"A"	3	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	99.35	2.61	14.29
"979"	"A.3.R.120-DT-bin.7"	"A"	3	"R"	120	"DT"	"k__Bacteria (UID3060)"	98.78	0	0
"980"	"A.3.R.120-DT-bin.8"	"A"	3	"R"	120	"DT"	"f__Halobacteriaceae (UID96)"	75.26	1.14	33.33
"981"	"A.3.R.120-DT-bin.9"	"A"	3	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	100	0	0
"982"	"A.3.R.120-MM-bin.1"	"A"	3	"R"	120	"MM"	"f__Bacillaceae (UID829)"	93.02	0.03	0
"983"	"A.3.R.120-MM-bin.2"	"A"	3	"R"	120	"MM"	"f__Rhodobacteraceae (UID3361)"	99.25	0.83	0
"984"	"A.3.R.120-MM-bin.3"	"A"	3	"R"	120	"MM"	"f__Rhizobiaceae (UID3563)"	95.28	1.94	28.57
"985"	"A.3.R.120-MM-bin.4"	"A"	3	"R"	120	"MM"	"k__Bacteria (UID2570)"	95.58	0	0
"986"	"A.3.R.120-MM-bin.5"	"A"	3	"R"	120	"MM"	"k__Bacteria (UID3060)"	96.54	0	0
"987"	"A.3.R.120-MM-bin.6"	"A"	3	"R"	120	"MM"	"o__Actinomycetales (UID1815)"	95.57	1.7	11.11
"988"	"A.3.R.120-MM-bin.7"	"A"	3	"R"	120	"MM"	"k__Bacteria (UID2570)"	98.9	0.27	0
"989"	"A.3.R.180-8K-bin.1"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"990"	"A.3.R.180-8K-bin.10"	"A"	3	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"991"	"A.3.R.180-8K-bin.11"	"A"	3	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"992"	"A.3.R.180-8K-bin.12"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"993"	"A.3.R.180-8K-bin.13"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"994"	"A.3.R.180-8K-bin.14"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"995"	"A.3.R.180-8K-bin.15"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"996"	"A.3.R.180-8K-bin.16"	"A"	3	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"997"	"A.3.R.180-8K-bin.17"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"998"	"A.3.R.180-8K-bin.18"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"999"	"A.3.R.180-8K-bin.19"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1000"	"A.3.R.180-8K-bin.2"	"A"	3	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1001"	"A.3.R.180-8K-bin.20"	"A"	3	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	95.33	0	0
"1002"	"A.3.R.180-8K-bin.21"	"A"	3	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1003"	"A.3.R.180-8K-bin.22"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1004"	"A.3.R.180-8K-bin.23"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1005"	"A.3.R.180-8K-bin.24"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1006"	"A.3.R.180-8K-bin.25"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"1007"	"A.3.R.180-8K-bin.26"	"A"	3	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1008"	"A.3.R.180-8K-bin.27"	"A"	3	"R"	180	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	0
"1009"	"A.3.R.180-8K-bin.28"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	87.56	0	0
"1010"	"A.3.R.180-8K-bin.29"	"A"	3	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1011"	"A.3.R.180-8K-bin.3"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"1012"	"A.3.R.180-8K-bin.30"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"1013"	"A.3.R.180-8K-bin.31"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1014"	"A.3.R.180-8K-bin.32"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.78	0.51	0
"1015"	"A.3.R.180-8K-bin.33"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1016"	"A.3.R.180-8K-bin.34"	"A"	3	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	93.46	0	0
"1017"	"A.3.R.180-8K-bin.35"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1018"	"A.3.R.180-8K-bin.36"	"A"	3	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1019"	"A.3.R.180-8K-bin.37"	"A"	3	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1020"	"A.3.R.180-8K-bin.38"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1021"	"A.3.R.180-8K-bin.39"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"1022"	"A.3.R.180-8K-bin.4"	"A"	3	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1023"	"A.3.R.180-8K-bin.40"	"A"	3	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1024"	"A.3.R.180-8K-bin.41"	"A"	3	"R"	180	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"1025"	"A.3.R.180-8K-bin.42"	"A"	3	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1026"	"A.3.R.180-8K-bin.43"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1027"	"A.3.R.180-8K-bin.44"	"A"	3	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1028"	"A.3.R.180-8K-bin.45"	"A"	3	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1029"	"A.3.R.180-8K-bin.46"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1030"	"A.3.R.180-8K-bin.47"	"A"	3	"R"	180	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	0
"1031"	"A.3.R.180-8K-bin.5"	"A"	3	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	98.91	0	0
"1032"	"A.3.R.180-8K-bin.6"	"A"	3	"R"	180	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1033"	"A.3.R.180-8K-bin.7"	"A"	3	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1034"	"A.3.R.180-8K-bin.8"	"A"	3	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	90.2	0	0
"1035"	"A.3.R.180-8K-bin.9"	"A"	3	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1036"	"A.3.R.180-DT-bin.1"	"A"	3	"R"	180	"DT"	"p__Euryarchaeota (UID49)"	99.35	2.61	14.29
"1037"	"A.3.R.180-DT-bin.10"	"A"	3	"R"	180	"DT"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1039"	"A.3.R.180-DT-bin.12"	"A"	3	"R"	180	"DT"	"f__Rhodobacteraceae (UID3361)"	98.04	2.62	0
"1040"	"A.3.R.180-DT-bin.13"	"A"	3	"R"	180	"DT"	"k__Bacteria (UID2570)"	98.91	0	0
"1041"	"A.3.R.180-DT-bin.14"	"A"	3	"R"	180	"DT"	"o__Rhizobiales (UID3481)"	98.66	4.17	4.08
"1042"	"A.3.R.180-DT-bin.15"	"A"	3	"R"	180	"DT"	"o__Rhodospirillales (UID3754)"	98.91	6.14	31.71
"1043"	"A.3.R.180-DT-bin.16"	"A"	3	"R"	180	"DT"	"f__Halobacteriaceae (UID96)"	94.05	1.9	85.71
"1044"	"A.3.R.180-DT-bin.17"	"A"	3	"R"	180	"DT"	"f__Bacillaceae (UID829)"	98.85	0	0
"1045"	"A.3.R.180-DT-bin.18"	"A"	3	"R"	180	"DT"	"f__Halobacteriaceae (UID96)"	91.63	1.71	80
"1046"	"A.3.R.180-DT-bin.19"	"A"	3	"R"	180	"DT"	"f__Rhodobacteraceae (UID3340)"	99.39	0	0
"1047"	"A.3.R.180-DT-bin.2"	"A"	3	"R"	180	"DT"	"k__Bacteria (UID3060)"	98.78	0	0
"1048"	"A.3.R.180-DT-bin.20"	"A"	3	"R"	180	"DT"	"k__Bacteria (UID3060)"	99.39	0	0
"1049"	"A.3.R.180-DT-bin.21"	"A"	3	"R"	180	"DT"	"g__Vibrio (UID4878)"	99.84	1.12	0
"1050"	"A.3.R.180-DT-bin.22"	"A"	3	"R"	180	"DT"	"o__Rhodospirillales (UID3754)"	99.5	1	0
"1052"	"A.3.R.180-DT-bin.24"	"A"	3	"R"	180	"DT"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1053"	"A.3.R.180-DT-bin.3"	"A"	3	"R"	180	"DT"	"f__Rhizobiaceae (UID3563)"	97.06	3.03	20.83
"1054"	"A.3.R.180-DT-bin.4"	"A"	3	"R"	180	"DT"	"o__Burkholderiales (UID4000)"	99.53	2.02	0
"1055"	"A.3.R.180-DT-bin.5"	"A"	3	"R"	180	"DT"	"f__Halobacteriaceae (UID96)"	99.39	2.7	16.22
"1056"	"A.3.R.180-DT-bin.6"	"A"	3	"R"	180	"DT"	"k__Bacteria (UID3060)"	98.78	0.91	0
"1057"	"A.3.R.180-DT-bin.7"	"A"	3	"R"	180	"DT"	"f__Rhodobacteraceae (UID3356)"	94.49	0.3	0
"1059"	"A.3.R.180-DT-bin.9"	"A"	3	"R"	180	"DT"	"f__Rhodobacteraceae (UID3356)"	98.64	1.16	16.67
"1060"	"A.3.R.180-MM-bin.1"	"A"	3	"R"	180	"MM"	"k__Bacteria (UID2565)"	96.01	6.45	0
"1061"	"A.3.R.180-MM-bin.2"	"A"	3	"R"	180	"MM"	"k__Bacteria (UID2570)"	100	0	0
"1062"	"A.3.R.180-MM-bin.3"	"A"	3	"R"	180	"MM"	"f__Rhizobiaceae (UID3563)"	96.39	0.43	0
"1063"	"A.3.R.180-MM-bin.4"	"A"	3	"R"	180	"MM"	"o__Actinomycetales (UID1815)"	98.58	0.44	50
"1064"	"A.3.R.180-MM-bin.5"	"A"	3	"R"	180	"MM"	"f__Rhizobiaceae (UID3563)"	95.62	0.87	57.14
"1065"	"A.3.R.180-MM-bin.6"	"A"	3	"R"	180	"MM"	"f__Rhodobacteraceae (UID3356)"	96.41	2.89	23.08
"1066"	"A.3.R.30-8K-bin.1"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1067"	"A.3.R.30-8K-bin.10"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3361)"	99.55	0.53	0
"1068"	"A.3.R.30-8K-bin.11"	"A"	3	"R"	30	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1069"	"A.3.R.30-8K-bin.12"	"A"	3	"R"	30	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1070"	"A.3.R.30-8K-bin.13"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1071"	"A.3.R.30-8K-bin.14"	"A"	3	"R"	30	"8K"	"o__Rhizobiales (UID3481)"	94.68	0.46	0
"1072"	"A.3.R.30-8K-bin.15"	"A"	3	"R"	30	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1073"	"A.3.R.30-8K-bin.16"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1074"	"A.3.R.30-8K-bin.17"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1075"	"A.3.R.30-8K-bin.18"	"A"	3	"R"	30	"8K"	"o__Burkholderiales (UID4000)"	99.07	0	0
"1076"	"A.3.R.30-8K-bin.19"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3361)"	99.55	0.53	0
"1077"	"A.3.R.30-8K-bin.2"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1078"	"A.3.R.30-8K-bin.20"	"A"	3	"R"	30	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
